"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_deleterious_mutation_frequency","tcga_nrSamplesInMutData"
"PTEN",4,3,0.0536722495802719,"no",-0.0100868325725868,0.23481232760353,-0.0843572301829163,0.0559003527792349,4,3,0.313361625960411,"no","BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CM_LoF,COREAD_LoF,ESCA_LoF,GBM_LoF,HC_LoF,HGG_LoF,HNSC_LoF,LGG_LoF,LUSC_LoF,MBL_LoF,NSCLC_LoF,OS_LoF,OV_LoF,PAIS_LoF,PIA_LoF,PRAD_LoF,RCCC_LoF,RCH_LoF,RPC_LoF,S_LoF,ST_LoF,THCA_LoF,UCEC_LoF,UCS_LoF","yes",0.0216535433070866,508
"PIK3R1",6,2,0.0569657569626516,"no",0.203330672385849,0.122919267748653,-0.398184690461945,0.213313454444734,6,2,0.000317901880035624,"yes","ACY_LoF,BRCA_LoF,CH_LoF,GBM_LoF,HNSC_LoF,LGG_LoF,OS_LoF,ST_LoF,UCEC_LoF,UCS_LoF","yes",0.0374015748031496,508
"HELZ",6,2,0.0609946511040104,"no",-0.0774069210827625,0.16518945321342,-0.189091314652044,0.227229685071337,6,2,0.345673753200704,"no","","yes",0.00196850393700787,508
"MACF1",5,2,0.141674845338734,"no",0.102555450067102,0.290296625203415,-0.349493254511854,0.175796318004606,6,2,0.458246859371057,"no","","yes",0,508
"MAP3K2",5,2,0.267852998574594,"no",0.0501939946961434,0.165266841506023,-0.219377348616526,0.0411753124274745,6,2,0.50294104909589,"no","","yes",0,508
"MAP4K5",6,2,0.355535544557873,"no",-0.0163401104958954,0.218523514368435,-0.0533751147695126,0.0132824506854769,0,0,NA,NA,"","yes",0,508
"KMT2C",5,2,0.374796452248202,"no",0.2169285750493,0.302722658370358,0.0847747649866938,0.100326809481517,5,2,0.415382876634095,"no","ACY_LoF,AML_LoF,AN_LoF,BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CM_LoF,COREAD_LoF,ESCA_LoF,EWS_LoF,HC_LoF,HNSC_LoF,LUAD_LoF,LUSC_LoF,MBL_LoF,NSPH_LoF,OV_LoF,PAAD_LoF,PAIS_LoF,PCPG_LoF,PIA_LoF,PRAD_LoF,RCCC_LoF,RPC_LoF,SCLC_LoF,SG_LoF,SSCC_LoF,ST_LoF,THCA_LoF,UCEC_LoF,VV_LoF","yes",0.00393700787401575,508
"WDR27",6,2,0.472542402168474,"no",0.0425333084582247,0.291190028581167,-0.0724102817079509,0.113961251627311,6,2,0.392222984930014,"no","","yes",0,508
