"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_pvalue_tumor_vs_normal","tcga_expression_direction_tumor_vs_normal","tcga_overexpression_associated_with_genes_with_missense_mutations","tcga_overexpression_associated_with_genes_with_deleterious_mutations","tcga_nrSamplesInMutData"
"YAF2",20,0.822496639719261,"no",0.0827292158051443,0.194373925291405,16,1.41353925781122e-06,"yes","",0.120762942200338,"up","","GATA3 (enriched, 16% vs 9%), TP53 (depleted, 11% vs 18%)",986
"GTF2E1",20,0.8228119737435,"no",-0.26136957021221,0.252222668057858,17,4.2164124117676e-18,"yes","",1.56667683199766e-23,"up","","CDH1 (depleted, 9% vs 16%)",986
"CLEC12A",18,0.822916607349374,"no",-0.0682319811364497,0.138136523055574,15,0.563413287397569,"no","",0.588394551774447,"up","XIRP2 (enriched, 5% vs 1%)","CDH1 (enriched, 16% vs 9%)",986
"EGFL7",21,0.82331942712436,"no",0.040173816143284,0.209886829545622,17,0.859109141192842,"no","",3.77576405347236e-17,"down","","CDH1 (enriched, 19% vs 7%), TP53 (depleted, 10% vs 19%)",986
"DDX4",20,0.823330426485499,"no",-0.0578454362774151,0.393188945500784,17,0.91826802359903,"no","",0.0784092132802222,"up","","",986
"ING3",22,0.823441027092241,"no",-0.0907470748279386,0.198358590942947,18,3.98764640456337e-11,"yes","",1.42121254762327e-37,"down","","",986
"TRPV3",22,0.823518936597372,"no",-0.00347817034852188,0.156554606390115,17,0.983084587225197,"no","",4.42408926095142e-12,"up","PIK3CA (depleted, 26% vs 37%), TP53 (enriched, 27% vs 15%)","GATA3 (depleted, 10% vs 15%), TP53 (enriched, 20% vs 9%)",986
"ATRIP",22,0.823642565972409,"no",-0.13900533511874,0.23305780631918,17,1.71186613854143e-13,"yes","",0.716662567283134,"up","","MAP3K1 (enriched, 10% vs 4%), TP53 (depleted, 10% vs 18%)",986
"HCAR1",21,0.823689093984835,"no",0.00568167934465713,0.0854942675725987,17,0.00434593370510377,"no","",9.72130426579011e-18,"down","TP53 (depleted, 12% vs 30%)","GATA3 (enriched, 16% vs 8%), KMT2C (enriched, 9% vs 5%), TP53 (depleted, 10% vs 19%)",986
"PILRA",23,0.823751353980606,"no",-0.0753670881466689,0.115872086814222,18,0.519364597740598,"no","",7.08682057781493e-19,"up","TP53 (enriched, 28% vs 14%)","GATA3 (depleted, 8% vs 17%), TTN (enriched, 6% vs 2%)",986
"RFC5",22,0.823762875919717,"no",-0.391596148992128,0.270396767846003,18,9.92434372205655e-20,"yes","",8.61000124049249e-20,"up","PIK3CA (depleted, 27% vs 37%)","CDH1 (depleted, 10% vs 16%), MAP3K1 (depleted, 5% vs 10%), TP53 (enriched, 18% vs 11%)",986
"KCNH1",19,0.82396213236052,"no",-0.074981779365791,0.191999883571739,15,0.974002903249619,"no","",7.44542866302883e-14,"up","PIK3CA (enriched, 38% vs 25%), TP53 (depleted, 13% vs 29%), USH2A (depleted, 4% vs 9%)","CDH1 (enriched, 15% vs 10%), GATA3 (enriched, 16% vs 9%), MAP3K1 (enriched, 10% vs 4%), TP53 (depleted, 7% vs 22%), TTN (depleted, 2% vs 6%)",986
"C1QL4",22,0.824276794074561,"no",-0.0616141711431463,0.154916421537602,18,0.999354171784146,"no","",4.78657176443723e-05,"up","PIK3CA (depleted, 27% vs 36%), TP53 (enriched, 27% vs 14%)","GATA3 (depleted, 6% vs 18%), TP53 (enriched, 21% vs 7%)",986
"PCK2",23,0.824366917637457,"no",0.0202329609417658,0.1548767585098,18,0.506475690028781,"no","",1.59395586510509e-17,"up","","",986
"RPH3A",22,0.824394860722833,"no",0.0352495027199496,0.126238857044204,18,0.012666376435277,"no","",1.63610331291404e-07,"down","MUC17 (enriched, 7% vs 2%)","",986
"PPP1R15A",23,0.824621257720519,"no",0.0237679815776643,0.0862637916812573,18,0.00333231503859992,"no","",2.3109431967416e-37,"down","OBSCN (enriched, 5% vs 1%)","CDH1 (enriched, 18% vs 8%)",986
