"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_deleterious_mutation_frequency","tcga_nrSamplesInMutData"
"TRIM17",10,2,0.89065752245952,"no",0.00274230060971679,0.154260127980755,0.129345085192371,0.131279577040999,6,1,NA,NA,"","yes",0.00188679245283019,530
"KDM2B",6,4,0.892215923835269,"no",-0.253120478456225,0.106478079888217,-0.117092141332467,0.0433242717249768,2,3,0.771841384473727,"no","","yes",0.0132075471698113,530
"RPL22",2,7,0.900655516449772,"no",-0.04678610523062,0.114704535154247,0.000540986899756343,0.109846698716982,2,5,0.433700588470698,"no","HC_Act","yes",0.0962264150943396,530
"REV1",7,2,0.902781751343622,"no",-0.11579661530205,0.218723955853049,2.73792076279852e-06,0.0315110868921637,5,1,NA,NA,"","yes",0.030188679245283,530
"ST18",9,3,0.902846029167505,"no",-0.245402900753804,0.186621102403377,0.0518296352448266,0.0139205537131938,5,2,0.54678405945674,"no","","yes",0.0113207547169811,530
"NR1H2",8,2,0.905251233021784,"no",-0.68422921409518,0.719676210922497,-0.386873127447512,0.178913123878412,5,2,0.591886808860975,"no","","yes",0.00377358490566038,530
"ATM",6,2,0.912520126412613,"no",-0.059880665386305,0.229552702823143,-0.070223664403674,0.23699560185078,4,2,0.375487338724313,"no","BLCA_LoF,BRCA_LoF,CH_LoF,CLL_LoF,COREAD_LoF,ESCA_LoF,HC_LoF,HGG_LoF,LUAD_LoF,MM_LoF,NB_LoF,NSCLC_LoF,PAAD_LoF,PAIS_LoF,PRAD_LoF,RCCC_LoF,SCLC_LoF,ST_LoF,THCA_LoF,UCEC_LoF","yes",0.0849056603773585,530
"C17orf80",7,2,0.91927342904836,"no",-0.00481310256450929,0.0906691860171995,0.0673327384651155,0.112728933206173,7,0,NA,NA,"","yes",0.00754716981132075,530
"KMT2D",4,6,0.921843980915392,"no",-0.087856891188392,0.0415585897250653,0.0231713690232931,0.0392566457920455,2,4,0.526879703846565,"no","ACY_LoF,ALL_LoF,AN_LoF,BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CLL_LoF,DLBCL_LoF,ESCA_LoF,GBM_LoF,HC_LoF,HGG_LoF,HNSC_LoF,LUSC_LoF,LY_LoF,MBL_LoF,MESO_LoF,NB_LoF,NHLY_LoF,NSCLC_LoF,OV_LoF,PAAD_LoF,PIA_LoF,PRAD_LoF,RCH_LoF,SBCC_LoF,SCLC_LoF,SSCC_LoF,ST_LoF,UCEC_LoF","yes",0.154716981132075,530
"WDR70",8,2,0.922234088061558,"no",-0.989942341989551,0.395119886306312,-0.802080457992996,0.446369200116324,4,2,0.496886119397108,"no","","yes",0.0113207547169811,530
"MED25",7,2,0.922601337468748,"no",-0.434893789307017,0.286138412798576,-0.299467394016337,0.16831046772349,5,1,NA,NA,"","yes",0.0188679245283019,530
"CDC20",10,2,0.923029864123046,"no",-0.175798001270977,0.24558944371036,0.108010153770557,0.148556122105018,5,2,0.486508300015015,"no","","yes",0.00188679245283019,530
"KIF18A",10,2,0.923171214303677,"no",-0.232971140501293,0.511101492227209,-0.288887601389531,0.0465778656314561,6,1,NA,NA,"","yes",0.00754716981132075,530
"MLXIP",7,2,0.935405775329428,"no",-0.0839039074354001,0.16129347501729,0.156159388437285,0.0695390365631635,0,0,NA,NA,"","yes",0.00377358490566038,530
"PIK3CD",5,2,0.947392100786994,"no",-0.176888532066241,0.571089720526817,-0.0076273738186045,0.203768242258326,4,2,0.510334443529054,"no","","yes",0.00377358490566038,530
"ZFP36L2",10,2,0.958988116645111,"no",0.0189152808143924,0.131762440993853,-0.00240910034749054,0.00981701991519866,5,2,0.430192065745762,"no","","yes",0.0132075471698113,530
"MRE11A",6,2,0.961010385313646,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0.0264150943396226,530
"EED",10,2,0.973321254860015,"no",0.00742280422353884,0.229667238432583,0.116257644902389,0.00554797068571751,7,0,NA,NA,"","yes",0.0132075471698113,530
"DDX17",7,2,0.974466521254884,"no",-0.100477642455758,0.183338202565253,0.130328782062574,0.0822565458074443,3,1,NA,NA,"","yes",0.0188679245283019,530
"ARID1B",4,4,0.977353859791437,"no",-0.181287084418555,0.281942023994325,-0.00761604857684731,0.151485014786798,3,1,NA,NA,"BLCA_LoF,BRCA_LoF,COREAD_LoF,DLBCL_LoF,HC_LoF,HGG_LoF,LGG_LoF,LUSC_LoF,MBL_LoF,PAAD_LoF,PIA_LoF","yes",0.0452830188679245,530
"GPR162",8,2,0.982087181619752,"no",-0.15273239367524,0.189406991766615,0.0426585184302265,0.0295860533636179,7,0,NA,NA,"","yes",0.00377358490566038,530
"ARPC1A",8,2,0.983593185699188,"no",NA,NA,NA,NA,5,1,NA,NA,"","yes",0.00754716981132075,530
"XPO4",7,2,0.987325803677335,"no",0.0294933947184698,0.240077573516534,0.21395529744595,0.0277742503667565,5,2,0.885800364287416,"no","","yes",0.0188679245283019,530
"SI",5,2,0.987559078884845,"no",-0.119914261383669,0.027941815480371,0.0272241944125236,0.0651232354549167,4,1,NA,NA,"","no",0.060377358490566,530
"MEOX2",10,2,0.994129726960276,"no",-0.025030724226775,0.202232704021742,0.121960567260295,0.0645086360835105,5,2,0.389600904464793,"no","","yes",0.00566037735849057,530
"ARHGAP39",5,2,0.995305808185218,"no",-0.117920003195466,0.13632463408615,0.0265448674883627,0.0306581852253792,3,2,0.592520099213284,"no","","yes",0.00188679245283019,530
"DHX29",7,2,0.998502199974526,"no",-0.37981234418324,0.188909037534539,0.0153978505794295,0.103514618405883,6,0,NA,NA,"","yes",0.0226415094339623,530
