"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"IVL",13,2,0.801240473457288,"no",-0.0612551306633056,0.114677348321193,-0.014208619273757,0.0408030834320568,12,2,0.498577341398777,"no","","yes",0.0652173913043478,184
"FH",12,2,0.803086779425646,"no",0.0225872229231104,0.190030744512823,0.0840878275847551,0.0490509511838238,11,2,0.585377504293478,"no","NSCLC_LoF","yes",NA,184
"BCL11A",13,2,0.80667927001793,"no",0.0249085775262924,0.0374285695650601,0.120285175636696,0.0391939594187842,12,2,0.637813194221158,"no","NHLY_Act","yes",0.016304347826087,184
"FAT3",10,5,0.808252580339686,"no",0.105722565484864,0.123160053913321,0.00578576619781703,0.160793472595447,0,0,NA,NA,"BCNET_ambiguous,BRCA_ambiguous,CLL_ambiguous,CM_ambiguous,COREAD_ambiguous,DLBCL_ambiguous,ESCA_ambiguous,HNSC_ambiguous,LUSC_ambiguous,PAAD_ambiguous,PRAD_ambiguous,SBCC_ambiguous,ST_ambiguous,THCA_ambiguous","yes",0.0869565217391304,184
"CLCN1",12,3,0.810288789818017,"no",-0.019859826780215,0.104254756193185,0.010522683056048,0.0608370709215885,11,3,0.357680478146567,"no","","yes",NA,184
"ANKRD6",13,2,0.810560806447197,"no",0.0226682705820152,0.115303631218639,0.173739878500432,0.030127095502158,12,2,0.574692853481734,"no","","yes",0,184
"NBEA",8,5,0.813838780470494,"no",NA,NA,NA,NA,8,5,0.125119050835839,"no","BC_ambiguous,CM_ambiguous,COREAD_ambiguous,DLBCL_ambiguous,ESCA_ambiguous,HC_ambiguous,PAAD_ambiguous","yes",0.0597826086956522,184
"ADRBK1",10,2,0.816392803846756,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0,184
"PKP3",11,2,0.816861151852563,"no",0.0815264953771942,0.100296871906666,0.192249120708922,0.00574675258732349,10,2,0.460063735979979,"no","","yes",NA,184
"AGAP2",13,2,0.82813278176769,"no",-0.0913740082654908,0.116927608703906,-0.0164658948592795,0.123087308061339,12,2,0.78708058100138,"no","","yes",0.00543478260869565,184
