"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_pvalue_tumor_vs_normal","tcga_expression_direction_tumor_vs_normal","tcga_overexpression_associated_with_genes_with_missense_mutations","tcga_overexpression_associated_with_genes_with_deleterious_mutations","tcga_nrSamplesInMutData"
"MLLT1",12,0.0857743904928157,"no",0.009543828608164,0.120398464813539,12,0.000936961169706874,"no","WT_Act",0.453475250808772,"up","","",184
"MCRS1",14,0.0858552647080553,"no",-0.282360915679341,0.162785224409525,14,0.999999921841477,"no","",0.000211706101782989,"up","","",184
"CAPN10",14,0.0858670746177063,"no",0.0889746417838507,0.0870594522259158,14,0.0103493048184969,"no","",0.0707297597870383,"up","","",184
"FKBP3",14,0.0859378128527993,"no",0.00825840512368281,0.115474523044814,13,0.0106962683033911,"no","",1.80029980102909e-06,"up","","",184
"SLC35E3",12,0.0860428081343901,"no",-0.0525449497689191,0.0840241823923855,13,0.989264090248558,"no","",0.0435159605136122,"up","","",184
"PREB",14,0.0861982349632061,"no",-0.151116923087458,0.183155849398343,14,0.99999999999655,"no","",0.00223090969437757,"up","","",184
"PDK2",14,0.086200124725795,"no",0.00994333793973367,0.147071625824268,13,0.999995386843056,"no","",0.0363156130883349,"down","","",184
"KIAA1804",13,0.0862079854449515,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,184
"VSIG10",15,0.0863955346161753,"no",0.00206770259575697,0.0568241160053496,14,0.384001942483518,"no","",0.442310788883544,"up","","",184
"ZNF350",13,0.0864049648244399,"no",0.0249950789062918,0.068447628928257,13,0.457583482970588,"no","",0.427672342367007,"up","","",184
"PTPRN2",15,0.0867047979533496,"no",-0.0236275326275638,0.0738239181823053,14,0.00303723207516127,"no","",0.00080804697639827,"down","","",184
"GSX2",14,0.0867681101834886,"no",-0.0231844228018503,0.120729604112818,14,0.807701501904732,"no","",0.103539919880476,"down","","",184
"HPGD",14,0.0868560617659664,"no",0.00699107931613365,0.128184904768261,13,1.13206111151953e-10,"yes","",0.000104968312623096,"down","","",184
"S100A14",15,0.0869150004294715,"no",-0.0549723536554116,0.104060164266665,14,0.0347088341293712,"no","",0.0374399628970034,"down","","",184
"CBL",12,0.0870762975084703,"no",0.065530485861921,0.0951838247064789,11,0.03863176990645,"no","ALL_Act,AML_Act",0.0697655825892059,"up","","KMT2D (depleted, 1% vs 16%)",184
"TRPV4",13,0.0871103623575389,"no",0.0520232367494385,0.079856720329196,12,0.996444588104641,"no","",0.00214003397753322,"up","","",184
"HNRNPAB",14,0.0871398390673824,"no",-0.0511388247244247,0.118269684641597,13,0.520747225648785,"no","",6.58537387969455e-05,"up","","",184
"CNNM1",14,0.087234981961067,"no",-0.0420482130664133,0.0459724659800404,13,0.951001756998713,"no","",0.00602194964290377,"up","","",184
"ITGB4",12,0.0872534820123486,"no",0.0564414547986949,0.0998405623726917,11,0.043364786708267,"no","",0.00173449908285409,"up","","",184
"STAT5B",14,0.0874005400977216,"no",-0.015109937654272,0.0537966307740356,14,0.985741827677937,"no","OV_ambiguous",0.729893616773213,"down","","",184
"TRIP11",11,0.08763997377234,"no",0.00012043031745664,0.120679766961285,11,0.0380431033978647,"no","BLCA_Act",0.010849445594359,"down","","",184
"SLC2A1",14,0.0878920816046103,"no",-0.00823937384309354,0.128824997397738,14,0.999999999025999,"no","",7.50489213733334e-05,"up","","",184
"EAF1",14,0.0879903879230904,"no",0.0263294047870659,0.155499715966638,13,0.999994402263306,"no","",0.616516991426792,"up","","",184
"ALS2CR8",14,0.0882530212952278,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,NA
"MARK4",14,0.0882891745941421,"no",-0.026354734934089,0.128277414797937,14,0.972088059227423,"no","",0.0316054666023463,"up","","",184
"BAZ1B",13,0.0884429729399571,"no",-0.143124863270274,0.213935179095518,13,0.999841980947102,"no","",4.09166286302257e-06,"up","","",184
"RAB42",14,0.0885947643829965,"no",0.0761716658877269,0.0785213976232001,13,0.233587992804792,"no","",9.97278979140432e-05,"up","","",184
"MTMR7",14,0.0887210286060685,"no",0.0179195577704577,0.117506096027811,13,0.0966054337600033,"no","",0.392334538329337,"down","","",184
"MESP2",14,0.0887238563919016,"no",0.0525459023847382,0.053358177555087,14,0.690571442748215,"no","",0.00184800025576441,"up","","",184
"TMEM128",13,0.0889619254617663,"no",0.0312177034912797,0.0465141003038715,12,4.27393002588872e-06,"yes","",0.552439770542543,"up","","",184
"GPR17",13,0.089008245839743,"no",-0.0486993677161471,0.0434778050448986,12,0.7165063902681,"no","",0.00506967308785685,"down","","",184
"FKBP11",15,0.0890197978917259,"no",-0.0387934000148652,0.131804168084222,14,0.905712457405032,"no","",0.777133319899285,"down","","",184
"ERCC8",13,0.0891090129996076,"no",0.164320815952335,0.11723842478042,13,0.02115227454625,"no","",0.0409923214508444,"up","","",184
"ZFP36L1",13,0.0891720345443583,"no",-0.0359433134240925,0.0640855518518013,13,0.849116224470256,"no","BLCA_LoF",0.399256810560931,"up","","",184
"SREK1",13,0.0892250543372971,"no",0.00399392917537374,0.171014157591012,12,0.999601341551321,"no","",0.815537352049424,"up","","",184
"NIM1",14,0.0892578369846553,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,NA
"DYNC1I1",12,0.0894695691964126,"no",0.0596972672823574,0.121821824362574,12,1.5502860041039e-05,"yes","",0.0973368577594477,"up","","",184
"HK2",15,0.0896110421840739,"no",-0.0694573610389701,0.147271902338568,14,0.999998861027698,"no","",0.00768258289260952,"up","","",184
"SQLE",10,0.0899281552559608,"no",0.139325240108956,0.168330262891465,9,0.890843596418445,"no","",0.000659190945761807,"up","","",184
"PIGX",11,0.0899281923405422,"no",0.121556967309702,0.114550226639617,10,0.998011041121761,"no","",3.3786879014483e-05,"up","","",184
"BCL11B",13,0.0901769722077502,"no",-0.0606194296127145,0.141769803672104,12,0.00213111224703155,"no","DLBCL_Act,GBM_Act,PAAD_Act,VV_Act",0.000574578712499002,"up","","",184
"ZBTB39",14,0.0902121713457668,"no",0.0175500187161625,0.0539600735089413,13,0.99999717314942,"no","",0.0717048380639522,"up","","",184
"CHUK",15,0.0903470428153449,"no",0.0461046193807277,0.0799362715483765,14,0.279660255635716,"no","",0.0669376083428986,"up","","",184
"HECTD2",13,0.0904138001118809,"no",0.0506790360620225,0.0828706358647714,13,0.0114395910618863,"no","",0.992554614884612,"down","","",184
"FBXW2",14,0.0904659022553433,"no",-0.00911238283209346,0.150076654356889,14,0.198419484612917,"no","",0.544149444624057,"up","","",184
"OBSCN",6,0.090516680817062,"no",0.0742899107483122,0.0657327495072484,7,2.19601570661254e-06,"yes","",0.109174476891833,"up","","",184
"WIPI2",12,0.0906202143805978,"no",0.0152656053440237,0.103552547674953,12,0.14406557503671,"no","",0.00169809966378304,"up","","",184
"AIP",12,0.0906330156432947,"no",0.145536680292839,0.091188911010813,11,0.995503214115861,"no","",2.30174847231899e-05,"up","","",184
"TRIM32",14,0.0906746386912974,"no",-0.0396862217306837,0.154482496462268,14,0.126260965895274,"no","",0.00370658936696683,"up","","",184
"LGALS1",15,0.0907355582507827,"no",0.151328664339531,0.0934126100224937,14,8.521030325781e-09,"yes","",9.72012625530543e-05,"up","","",184
"HS3ST1",14,0.0910205486175197,"no",0.099872364422839,0.101255070435124,13,0.00026282953964063,"no","",0.174053255771675,"up","","",184
"GRIN1",12,0.0910327886762858,"no",0.0423095537566618,0.127966739918451,11,0.000729361209820256,"no","",0.261481863700329,"up","","",184
"NFKBID",13,0.0911830317228611,"no",-0.0192237732723972,0.043287016360877,12,0.829219755378794,"no","",0.00214003397753322,"up","","",184
"SMYD5",14,0.0914636051568171,"no",0.0599753006970643,0.118559787914408,14,0.985269127251932,"no","",2.71570379078371e-05,"up","","",184
"TBC1D24",15,0.0914789276445354,"no",0.0300154958185891,0.0965571409841288,14,0.298437162406898,"no","",0.992554614884612,"up","","",184
"PRKAG3",14,0.0916492367460202,"no",0.00808857101701892,0.115455519263498,14,0.656731293955146,"no","",0.292072155140625,"down","","",184
"OR2G6",15,0.0916718605939365,"no",-0.159035923314659,0.23160472515107,14,0.496084831559306,"no","",0.556504222182873,"down","","",184
"PABPN1",12,0.0917949317280378,"no",-1.14250636598005,0.455425312943924,11,0.999999999998684,"no","",5.05650723702408e-05,"up","","",184
"OS9",14,0.091925828398482,"no",-0.108928943477067,0.0537408004001272,13,0.999345971799629,"no","",0.235975612281035,"up","","",184
"ABHD13",14,0.0922978615457475,"no",0.00777407896448036,0.105663727994337,13,0.997079789551654,"no","",0.0122810623333683,"up","","",184
"MTMR3",15,0.0923099822529442,"no",0.0266780954403888,0.0792151394195167,14,0.999650295247216,"no","",0.00602194964290377,"down","","",184
"CYLD",14,0.0923299140754914,"no",0.0073884231351414,0.157534238980398,13,0.997517019218752,"no","HNSC_LoF,MM_LoF,NSPH_LoF,THYM_LoF",0.480134242944629,"up","","",184
"LRRC3",12,0.0923327967276778,"no",0.0475944135622497,0.0248738665828863,11,0.199493248654434,"no","",0.834913194011354,"down","","",184
"ZBTB37",14,0.0924692591519223,"no",-0.0764947949510875,0.0826906381398204,13,0.316665876020406,"no","",0.801078451583584,"up","","",184
"RERGL",14,0.0925163226380036,"no",0.0149352693183192,0.121023927851774,14,4.65958049922222e-10,"yes","",0.000386495138833461,"down","","",184
"OXER1",15,0.0925427709683134,"no",0.0525388205603865,0.0876302977406841,14,1.89272597594936e-10,"yes","",0.647494561343939,"up","","",184
"SGK1",14,0.0925814903900001,"no",0.0310073297043867,0.0280567576617075,14,0.0920567652703802,"no","DLBCL_ambiguous,LY_ambiguous,NHLY_ambiguous",0.577676385590959,"down","","",184
"DAZAP2",14,0.0926314025578479,"no",0.0283190408732834,0.0515109033271157,14,0.999315007859956,"no","",0.00506967308785685,"up","","",184
"C9orf24",14,0.092756268126528,"no",0.0347796669136888,0.157313919827005,14,0.999359150256906,"no","",0.00451277861084316,"down","","",184
"LHX6",14,0.0928187465377361,"no",0.0447751093933273,0.0731232207011379,13,0.816226246049819,"no","",0.767612849628885,"down","","KMT2D (depleted, 1% vs 16%)",184
"CXCL6",14,0.09292276377952,"no",0.0640130272488856,0.122511813046122,13,0.000470407252466498,"no","",8.79227658682538e-06,"up","","",184
"WDR60",13,0.0930258052567018,"no",0.0620782610720792,0.103968384416642,13,2.11346495859743e-11,"yes","",0.190356110298388,"down","","",184
"ARMC3",14,0.0930426311112867,"no",0.0220218903968485,0.0729076545995178,13,3.08159419948328e-06,"yes","",0.60994699597767,"up","","",184
"ZBTB6",14,0.0931441248692947,"no",-0.00521028034198224,0.117692950629752,13,0.277814571229162,"no","",0.0164755851278434,"up","","",184
"PHF11",13,0.0932990882167033,"no",-0.268155309258498,0.247395719627553,13,3.31609885773076e-07,"yes","",0.0257316134560374,"up","","",184
"CCND2",13,0.0934815982358607,"no",0.126639450414897,0.058116047790933,13,0.968869263198005,"no","AML_Act,CLL_Act",0.888681222295128,"down","","",184
"CHMP4C",13,0.0935860051743245,"no",0.177922785454804,0.119744527310928,12,0.653576929009166,"no","",0.201100941197716,"up","","",184
"FGD2",14,0.0936085833204621,"no",0.0396621142894031,0.0795808500457921,14,0.520262253965489,"no","",0.339614218857497,"up","","",184
"CDK2",14,0.0939485663683216,"no",-0.202034850919517,0.078534794977389,14,0.99999999998463,"no","",4.31327248652201e-07,"up","","",184
"MSI1",15,0.0939953144176233,"no",0.0256252631828393,0.0749613850093272,14,0.977821197181855,"no","",0.453475250808772,"up","","",184
"FAM46C",12,0.0941089649856197,"no",0.0615655703678404,0.171548510377178,0,NA,NA,"MM_LoF",NA,NA,NA,NA,184
"RND3",14,0.0941543824260096,"no",0.209739716277639,0.061920383670943,13,1.04356678616302e-05,"yes","",0.0346831067399478,"up","","",184
"CHST2",14,0.0943010731163937,"no",0.0279649866791256,0.0816639496395785,13,0.380035840247505,"no","",0.00166240403891757,"up","CSMD1 (depleted, 0% vs 18%), LAMA1 (depleted, 0% vs 18%), RYR3 (depleted, 0% vs 16%), SYNE1 (depleted, 6% vs 29%)","",184
"HDGFRP2",12,0.0945192200532545,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,184
"PHF20",14,0.0947199553107148,"no",0.0577641113903219,0.0523316309518686,14,0.077690687444211,"no","",0.0357643142963276,"up","","",184
"CHRNA1",13,0.0949641453917967,"no",0.021895506989535,0.129913015369089,13,0.169968511132959,"no","",4.67921220420926e-06,"up","","KMT2D (depleted, 1% vs 16%)",184
"OR14A16",15,0.0951008615758382,"no",-0.0401482806693129,0.242076375886975,14,2.3289954903194e-05,"yes","",0.659959686972973,"up","","",184
"SLC6A12",12,0.0951094898418348,"no",0.0529438129185516,0.067599914002576,13,0.96528085535647,"no","",0.269492315670067,"up","","",184
"CTAGE1",14,0.0952537224239983,"no",-0.0554471592030012,0.0633611978233245,14,0.997464992361438,"no","",0.847074108360228,"up","","",184
"KDM3B",14,0.095317410104319,"no",-0.0507743313420138,0.161652673236597,14,0.000550299324753478,"no","MBL_ambiguous,PIA_ambiguous",0.3588274719865,"up","","",184
"MTMR4",14,0.0953594662343733,"no",-0.0769185593013332,0.175533767508866,13,0.850512271411361,"no","",0.156985289060047,"up","","",184
"NFIX",12,0.0954952705159954,"no",0.0460635459199151,0.0598388800740888,12,2.81193941042979e-06,"yes","",0.00227766145623903,"down","","",184
"RDBP",15,0.095642664047707,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,NA
"PHF23",12,0.0957991699862185,"no",-0.0255479724370751,0.163244286192658,12,0.967922837398837,"no","",0.00123002793379168,"up","","",184
"DYRK1B",14,0.0961225030657772,"no",0.0101812726008888,0.0784991703339307,14,0.0741071737386776,"no","",0.231093080664183,"up","","",184
"RBPMS",15,0.0964263445019289,"no",0.0258839048378407,0.0901565322835367,14,0.000327416397090219,"no","",0.221544310950631,"down","","",184
"HSD11B1L",13,0.0965717463161775,"no",-0.00552161998289457,0.0809269103863231,12,0.999865614327013,"no","",0.318049092030985,"up","","",184
"NEK1",15,0.0965871999251424,"no",-0.153714826955487,0.199511764476322,14,0.908660604344726,"no","",0.0233557531291645,"down","","",184
"PPP6C",15,0.0965943084485366,"no",-0.110227197719371,0.116339597793012,14,0.999999999999998,"no","CM_LoF,SBCC_LoF",0.00602194964290377,"up","","",184
"GAB1",13,0.0966237440060275,"no",-0.0899165146383342,0.10791448479763,12,0.997894399840449,"no","",0.103779837503116,"down","","",184
"DSP",12,0.0968263987358856,"no",0.10313057546406,0.113986234678603,11,0.195993558450855,"no","",0.0316054666023463,"up","","",184
"MFAP4",13,0.0968376646545006,"no",0.038425463124516,0.0960378020893654,12,0.0804520914046251,"no","",0.0292226196161393,"down","","KMT2D (depleted, 1% vs 16%)",184
"BHLHE40",13,0.0968644285865702,"no",-0.0863060353966961,0.144156814556344,13,5.04960517844211e-11,"yes","",0.00487749383304949,"up","","",184
"CNGA1",14,0.0968722323693062,"no",-0.0198609024273629,0.144179277713597,13,0.974654589417989,"no","",0.0380131599500129,"down","","",184
"LYN",14,0.096906685206094,"no",0.0244399122974424,0.0563910874719667,14,0.00011947784716615,"yes","",0.000903668370771247,"up","","",184
"PDHB",15,0.0969412764815049,"no",-0.000661319737586838,0.108501394047556,14,0.00116292695867903,"no","",0.0068709175572845,"down","","",184
"GLIS3",10,0.0970551756333277,"no",0.0566042688809904,0.0826710784701591,9,0.00252154677921468,"no","",0.339614218857497,"up","","",184
"PART1",13,0.0972128422826115,"no",0.0255864256780892,0.0680603223172444,0,NA,NA,"",0.0301565392566778,"down","","",184
"NEURL2",14,0.0972716703832083,"no",0.0147231305120509,0.0570339094952412,13,2.84497873814793e-07,"yes","",0.977666437660021,"down","","",184
"WIF1",14,0.0973103614448455,"no",-0.0784250309087847,0.0824520019938081,13,0.530744635895928,"no","",0.00713993436726107,"down","","",184
"LOC100630923",11,0.0977271928752045,"no",-0.0234572443070271,0.053364226608731,0,NA,NA,"",NA,NA,NA,NA,184
