"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role"
"ATAD5",5,0.757131198940457,"no",-0.0475447904134929,0.102636975952886,5,0.573727641933317,"no",""
"DHX16",5,0.757246523854059,"no",-0.0457827934666402,0.32530732818066,5,8.50236141465937e-05,"yes",""
"SDR9C7",5,0.757323391576989,"no",-0.0609699116029192,0.153659969817024,5,0.828308783956025,"no",""
"SP100",5,0.757515506430895,"no",0.0319634754872311,0.0644550037692499,5,0.955193317917668,"no",""
"BTBD8",5,0.7575923305844,"no",0.00457674855238559,0.0769624877884369,5,0.751416168583226,"no",""
"MBD4",4,0.757816430389092,"no",0.0852892068320582,0.111287982326076,4,0.0459059314573919,"no",""
"MCM2",4,0.757816430389092,"no",-0.246640041323395,0.422159218825668,4,1.29172005385921e-06,"yes",""
"ZNF384",5,0.758014640742821,"no",0.0549561372529826,0.0881309880658037,5,0.142724425877094,"no",""
"KANSL3",5,0.75812975080079,"no",-0.220247887176462,0.19698649303665,5,4.8025418543113e-06,"yes",""
"ATF6B",5,0.758436573741279,"no",0.063807915929785,0.119582112620299,5,0.0929626751637784,"no",""
"CCNJ",5,0.758474912569893,"no",0.023798594099225,0.0885540028786483,5,0.0950753756828235,"no",""
"MRGPRX3",5,0.75855158086435,"no",-0.208273504498957,0.17510104675017,5,0.0270961961234403,"no",""
"CYP21A1P",5,0.758589910329564,"no",-0.202398773077312,0.072910709897686,0,NA,NA,""
"CYP21A2",5,0.758589910329564,"no",0.127556874448469,0.0916124125148685,5,0.206645563348724,"no",""
"MACF1",4,0.758795666963417,"no",-0.0648896050943989,0.078532817899266,4,0.85776426627327,"no",""
"SREK1",5,0.759355843645341,"no",-0.0257989430277611,0.135385217935239,5,0.00215264943508189,"no",""
"MCM6",5,0.759547131569703,"no",-0.559118642003171,0.431155149879214,5,8.5161091185699e-06,"yes",""
"E2F4",5,0.759585379767019,"no",0.00420653061826676,0.137999343357941,5,0.354287830918422,"no",""
"NLGN2",5,0.759623624834424,"no",-0.0583674832495857,0.0638145595825348,5,0.495134626699128,"no",""
"GLI2",4,0.759688027665522,"no",0.0170414161331882,0.184078943970296,4,0.433039380742668,"no",""
"KCNH5",5,0.759929472659381,"no",-0.0705868291281905,0.228930292030215,5,0.669959587112719,"no",""
"HSPA8",4,0.760536360888072,"no",-0.0354170555551022,0.25617634338039,4,0.383515993398249,"no",""
"BMPER",5,0.760578733387624,"no",0.0172080933158211,0.141487989645917,5,0.945036118604516,"no",""
"FOXS1",5,0.760616896968169,"no",0.00975713065128252,0.0945249039096363,5,0.346074132112316,"no",""
"GRID2",4,0.760621111770603,"no",-0.0471250324548436,0.084294061502988,4,0.203592195752042,"no",""
"CYP4F12",4,0.760790568528634,"no",0.0786788857542021,0.0778062754795609,4,0.413373413240285,"no",""
"UBE2D4",5,0.760845812536514,"no",-0.032320279706108,0.030035466732577,5,0.974481248301365,"no",""
"SHC4",5,0.76115085743489,"no",-0.000943960396475617,0.177505901574512,5,0.263567846721689,"no",""
"ADRBK1",5,0.761341408371801,"no",NA,NA,0,NA,NA,""
"TTC21B",4,0.761383194286625,"no",0.0351032527542772,0.101772138228144,4,0.974871658504012,"no",""
"ATP6V1A",4,0.761425496531255,"no",-0.183009391649379,0.334368494475732,4,1.4694256959641e-07,"yes",""
"KCNJ12",5,0.761493792528727,"no",0.0490819873189333,0.0328649131948349,5,0.134755811669023,"no",""
"KIF5B",5,0.761608047621205,"no",0.081124649033348,0.136382605156602,5,0.948224607912786,"no","HNSC_Act"
"MARCKS",4,0.761932830266259,"no",-0.0236955763433798,0.026955198762607,4,0.0200468507885608,"no",""
"HDGF",5,0.762787023989582,"no",-0.161822461910558,0.17058057934534,5,0.57168920057746,"no",""
