"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role"
"PKN3",9,0.228619746881828,"no",-0.0873773890726333,0.0789400930723898,7,0.00208983408146779,"no",""
"GABRG3",8,0.228629701705395,"no",0.318059763082774,0.266676863094914,6,0.981856296449132,"no",""
"RABEP1",9,0.228871332474442,"no",0.0254274314551333,0.260609661036974,7,0.0201601979892403,"no","SSCC_LoF"
"EPHB3",9,0.229039139591318,"no",0.0252758494124165,0.0973654735019402,7,0.504239421919339,"no",""
"FIG4",9,0.229179029794525,"no",-0.00357164505157707,0.223455560889693,7,0.0511599231170159,"no",""
"AMIGO2",9,0.229318966291123,"no",-0.103334198343045,0.0873462939847163,7,0.99869034163925,"no",""
"CEACAM8",9,0.229458949067101,"no",-0.164201968524871,0.160918508848081,7,0.0292047605518294,"no",""
"SRGAP3",9,0.229514955132575,"no",-0.0965231906806385,0.17693636405679,7,0.172752008285929,"no","CM_Act,MESO_Act"
"C4BPA",6,0.229517955241646,"no",0.0283329888740187,0.171900929975154,4,0.997757690153959,"no",""
"PARP11",8,0.229578338500532,"no",0.185288124868229,0.0709552427127692,6,0.497623532348666,"no",""
"SIRT5",9,0.229795096465283,"no",-0.00598086064757386,0.146873279197868,7,0.946428384088193,"no",""
"GJA10",9,0.229851146926585,"no",-0.272303557666945,0.175153151522786,7,0.650692413085169,"no",""
"CEBPA",9,0.229935236486034,"no",-0.133043116130973,0.125371261173267,7,0.000785369873231968,"no","AML_ambiguous"
"RAB3GAP1",8,0.229994033249574,"no",-0.0231076900122664,0.221172016709111,6,0.896972157026742,"no",""
"MDH2",9,0.230019342683768,"no",-0.238524138002267,0.221078776025935,7,0.0857468056460798,"no",""
"CEACAM6",9,0.230047381779881,"no",0.103816441809597,0.184139960172479,7,0.00146309793311685,"no",""
"MTRR",9,0.230215655165768,"no",0.119856959825208,0.194442293022387,7,0.728406599435791,"no",""
"ATP8A2",8,0.230380398124861,"no",-0.0620949068287322,0.160359601511412,6,0.873399053385867,"no",""
"MAP3K5",9,0.230440123139772,"no",0.0614593563798877,0.321696487987871,7,0.660019491700303,"no",""
"SLC34A2",9,0.230861319093808,"no",0.0146996427232995,0.181082407998216,7,0.999888215020536,"no",""
"ASH1L",5,0.230876661762416,"no",-0.174091435573755,0.270342737404385,3,0.473441446854879,"no",""
"ARHGEF10",9,0.231114235945422,"no",0.0574438460629602,0.239933376188509,7,0.995355897003764,"no","ANGS_ambiguous,NSCLC_ambiguous,SCLC_ambiguous,SSCC_ambiguous"
"SLAMF8",7,0.231208624357944,"no",0.0237912683492617,0.201399610831993,5,0.988247931150079,"no",""
"ULK2",8,0.231303137072066,"no",-0.0724738434235907,0.40861870720733,6,0.613516121098076,"no",""
"CARKD",8,0.231422344455781,"no",NA,NA,0,NA,NA,""
"SETD3",7,0.231494961598676,"no",-0.0760232714398588,0.062956031208335,5,0.109969113788983,"no",""
"FASLG",7,0.231781487941258,"no",-0.227352373556813,0.488962452692956,5,0.214206310903715,"no",""
"NSFP1",4,0.232021606471164,"no",0.1336891888705,0.27092103255539,0,NA,NA,""
"LTB4R",9,0.232127396090202,"no",0.0526438036942298,0.15707972607554,7,0.00230392941567736,"no",""
"SRSF2",8,0.232227855779548,"no",-0.845819114261834,0.532264055598734,6,4.86122473920597e-13,"yes","AML_Act,CESC_Act"
"TAOK3",8,0.232317449600042,"no",-0.19271190111626,0.127706119089329,6,0.0261409542472772,"no",""
"CNTRL",9,0.232381058891177,"no",-0.0989065026617503,0.158837557054699,7,0.124813820305345,"no",""
"HOXD8",9,0.23252204703048,"no",-0.0352105368267419,0.125048909982276,7,0.403241233038846,"no",""
"SFTPA2",9,0.23252204703048,"no",-0.0870755467155586,0.147274734563331,7,0.973473921553157,"no",""
"POLD2",8,0.232526573781009,"no",-0.441662771035062,0.211246042908036,6,1.05464068550774e-06,"yes",""
"STRADA",8,0.23261622924946,"no",-0.100932968883933,0.248360157154207,6,0.484699051961139,"no",""
"CARM1",7,0.232737939910322,"no",0.128603796888522,0.0826759945400686,5,0.0345491110787768,"no",""
"OR2T5",5,0.233204605117572,"no",-0.0870288585250577,0.156784711157383,3,0.0036098061841887,"no",""
"ARMC6",9,0.233340683986167,"no",0.213914828019183,0.06260014886009,7,0.000116567868248056,"yes",""
"RAD50",8,0.233573703746912,"no",-0.0600135914991622,0.191741315320523,6,0.0117290392650672,"no",""
"ZMYND8",9,0.233623330514437,"no",0.0211618200372936,0.177224503852353,7,0.000175328563185885,"no",""
"HIVEP3",9,0.233793006450987,"no",-0.190446468416417,0.184190083909899,7,0.347828916840331,"no",""
"AHCY",9,0.234047644067067,"no",-0.0412984339315956,0.261135207598631,7,1.96357085125682e-07,"yes",""
"CCBL1",9,0.234047644067067,"no",NA,NA,0,NA,NA,""
"CPEB2",9,0.234189173528348,"no",-0.213945242779637,0.195022854042615,7,0.999792367676898,"no",""
"ESAM",7,0.234208567352063,"no",-0.0913772609281058,0.440514472758827,5,0.999140048207688,"no",""
"F2RL3",9,0.234217484914745,"no",-0.0233212333732875,0.203383356527634,7,0.999503707843632,"no",""
"VLDLR",8,0.234413215710566,"no",0.0263794240132154,0.610809549375171,6,0.99894167719078,"no",""
"PIK3R3",9,0.234415715883792,"no",0.108853248986128,0.22957677472681,7,0.999385127429402,"no",""
"RBMS3",9,0.234529030991872,"no",0.0350493194869292,0.148089689923757,7,0.985240611856531,"no",""
"ITPKC",9,0.234727402873653,"no",-0.180585688489389,0.194540942121206,7,0.20816905275898,"no",""
"PAIP1",9,0.234784097016631,"no",-0.124429377221399,0.317946682511615,7,0.818223770470224,"no",""
"STAT1",9,0.235039311168202,"no",0.00354014990774361,0.176362943755232,7,0.996791079454637,"no",""
"AKTIP",9,0.235181160781346,"no",0.0845740780839112,0.144654270306159,7,0.49275790435575,"no",""
"PKLR",7,0.23520241245727,"no",-0.00543086306561766,0.421068033865176,5,0.124067539687826,"no",""
"WTH3DI",9,0.23529467335954,"no",-0.0969684463018004,0.216301906745882,0,NA,NA,""
"ELL3",9,0.235550183503361,"no",-0.18374143759878,0.374662850856615,7,0.00669951671903225,"no",""
"OLIG3",9,0.235777427767479,"no",-0.219385614846732,0.255958647853675,7,0.0819423862271613,"no",""
"HLF",8,0.235976561823251,"no",-0.155711044235877,0.231226808266734,6,0.10231735264538,"no",""
"PCK2",9,0.236459860932296,"no",0.0946906471839679,0.0554448171738721,7,0.79631011017334,"no",""
"RRAGA",8,0.23648885210714,"no",-0.139751034205644,0.198317845849717,6,0.000856114684115224,"no",""
"ZEB2",6,0.236784988388852,"no",-0.313343564199002,0.306669672026302,5,0.191835790739297,"no",""
"LRRC20",9,0.237000864738207,"no",-0.122226050249535,0.256986300372238,7,0.974595234379612,"no",""
"HTR1F",9,0.23717184453359,"no",-0.134019195728601,0.198832077378736,7,0.213878100739727,"no",""
"IHH",9,0.237285867437119,"no",0.0210153480212735,0.269205795783666,7,0.51156874588135,"no",""
"LTK",9,0.237514000504789,"no",-0.0105343411916655,0.101095455289588,7,0.464802966513008,"no",""
"TCHH",6,0.237584313397338,"no",-0.0200905741752149,0.119701642824964,4,0.589435639963407,"no",""
"TAAR8",9,0.237742249867627,"no",0.0365128599171035,0.0795234515658338,7,0.999999996050268,"no",""
"RFWD3",8,0.237757031185744,"no",-0.0545667868647877,0.190675785077894,6,0.00245387700388907,"no",""
