"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_pvalue_tumor_vs_normal","tcga_expression_direction_tumor_vs_normal","tcga_overexpression_associated_with_genes_with_missense_mutations","tcga_overexpression_associated_with_genes_with_deleterious_mutations","tcga_nrSamplesInMutData"
"BARX1",11,0.606001057365117,"no",0.00961206594995741,0.126751238475764,10,0.860599199720009,"no","",1.25319430714943e-06,"up","","",412
"CHST4",10,0.606016419521471,"no",-0.016239785053723,0.14130002368973,9,0.000469334562190923,"no","",0.207715106526722,"up","","",412
"DHRS12",11,0.606065007904293,"no",0.0971344770110825,0.180822511272776,10,0.978081481558536,"no","",0.0202321920879709,"down","","",412
"NFKBIE",11,0.606864154366375,"no",-0.0283498940240429,0.0945226351352414,10,8.57419412397189e-07,"yes","CLL_ambiguous,CM_ambiguous,DLBCL_ambiguous,NHLY_ambiguous",1.81210846930721e-05,"up","","",412
"TAOK1",10,0.606987384181576,"no",0.124867180818327,0.20610875814468,9,0.999999978257443,"no","",0.952905845777141,"up","","",412
"TBC1D3F",9,0.607346186537891,"no",0.170016232167693,0.143543334324805,0,NA,NA,"",0.0412947962716705,"up","","",412
"MIXL1",10,0.607522812929166,"no",0.0199013004955735,0.110699771190839,9,0.999897184611293,"no","",0.0502810552192675,"up","","",412
"SUCLA2",11,0.607630923066265,"no",-0.0188808243190206,0.166340018695166,10,0.0100181670956727,"no","",0.00105170285761693,"down","","",412
"GPT",11,0.607822551865298,"no",0.0281259423926757,0.31353958612299,10,0.126784136525728,"no","",0.00513837973509508,"up","","RB1 (depleted, 10% vs 23%)",412
"ACCSL",11,0.607918356728802,"no",-0.131827773631686,0.0607928113932935,10,0.145293925759358,"no","",0.226470688150109,"up","MYLK (enriched, 11% vs 2%), SUPT16H (enriched, 10% vs 1%)","",412
"GDF15",11,0.608141876650103,"no",-0.0724411700924301,0.17749141666279,10,0.985453809072671,"no","",0.676564089868497,"up","TP53 (depleted, 22% vs 45%)","CDKN1A (enriched, 13% vs 4%), ELF3 (enriched, 11% vs 3%), KMT2A (depleted, 2% vs 10%), KMT2D (depleted, 15% vs 27%), TSC1 (enriched, 11% vs 0%)",412
"MC3R",9,0.608296709015454,"no",0.0109691112702013,0.09710632848513,8,0.999361823601765,"no","",0.628682060044822,"up","","",412
"SDSL",11,0.608301512483823,"no",-0.0810669625086822,0.321882347664449,10,0.540031475732639,"no","",0.000741354831796661,"up","","",412
"RANBP2",10,0.608392463249933,"no",-0.580452758147463,0.122212018051254,9,6.41093683643568e-07,"yes","HC_LoF,NB_LoF,NSPH_LoF,PCPG_LoF,PRAD_LoF,RCCC_LoF",0.000188624872996538,"down","","",412
"TASP1",9,0.60854303901041,"no",0.00299244468555412,0.0721258850702408,8,0.195246941951645,"no","",0.00114618501785763,"up","","",412
"HNF4A",9,0.608824507474886,"no",-0.0707443773088934,0.15855830086718,8,0.982707924980058,"no","",0.0509516441082454,"up","","",412
"BTN2A2",11,0.60884414148189,"no",NA,NA,10,0.999955581719373,"no","",0.0519808708835594,"up","","RB1 (enriched, 24% vs 10%)",412
"BHLHA15",11,0.609035608456102,"no",-0.0248081340833321,0.190958887317083,10,0.00048079473025512,"no","",0.015335305722423,"up","FGFR3 (depleted, 5% vs 21%)","",412
"SFR1",11,0.609258954096443,"no",-0.0778883865166352,0.257541818116159,10,0.167749648874687,"no","",0.43929772999988,"up","","",412
"ZNF24",10,0.609328422250628,"no",0.0605360546672429,0.10910249744639,9,0.00334719195714191,"no","",0.437082448070567,"down","","",412
"SETD1A",11,0.609418465234808,"no",-0.125812613496511,0.124037171626258,10,5.53628379304921e-10,"yes","",4.01038926224689e-05,"up","","",412
"SAFB",11,0.609801218834358,"no",-0.0696812176472267,0.0697077667536727,10,0.125876900941581,"no","",0.000111934901243256,"up","","",412
"BIN3",11,0.609865001045541,"no",-0.0462188516399647,0.050257821301529,10,1.00000000000157,"no","",0.326351615472248,"down","","",412
"CDCP1",11,0.610311395873047,"no",0.0451241496945857,0.0698524800411711,10,0.892201677914973,"no","",8.60499664935719e-05,"up","","RB1 (enriched, 25% vs 8%), SPTAN1 (depleted, 1% vs 9%)",412
"OR2L8",11,0.610757649172911,"no",0.0808888376567897,0.121867843154067,0,NA,NA,"",NA,NA,NA,NA,412
"LMX1B",10,0.610764590340332,"no",0.0116771782871128,0.064967058175084,9,0.999999873257458,"no","",0.0296082346848931,"up","","",412
