"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role"
"RAB42",10,0.512000543638293,"no",0.1772043071138,0.164583498836549,5,0.496169779078805,"no",""
"TXNRD3",10,0.512243255968587,"no",-0.146220052783601,0.305998300252688,0,NA,NA,""
"ESR2",10,0.5123126015444,"no",0.0151920313238821,0.139975057694614,5,0.989210223788252,"no",""
"ITGB5",10,0.512416619230268,"no",-0.247836293282617,0.484808092293046,5,0.00143120655478078,"no",""
"PRKACG",10,0.512451291610448,"no",-0.0433447036872292,0.146938701128182,5,0.114473642758453,"no",""
"SENP2",10,0.512902024150902,"no",-0.0102355395024423,0.200944329202476,5,0.271175644368212,"no",""
"HELT",9,0.51313854250923,"no",-0.12184901259406,0.221564030753102,5,0.763851343601641,"no",""
"FBXW10",7,0.513259254767992,"no",-0.0143266186551375,0.144421550966993,3,0.967626579347713,"no",""
"MTMR3",10,0.513422080254351,"no",0.00999282175607985,0.19285149174233,5,0.0159795262775834,"no",""
"NAA40",10,0.51505144202314,"no",-0.171939932152671,0.107978809570494,5,0.0389755254497823,"no",""
"STK10",9,0.515217902558989,"no",-0.112279629005425,0.111481723098284,4,0.994909140384904,"no",""
"HSPA1B",10,0.515467411263016,"no",-0.0479746730506563,0.119122825639321,5,0.107334229720836,"no",""
"FCN3",9,0.51558266286676,"no",0.0338022103331323,0.203049589833145,4,0.942445533910731,"no",""
"SLC38A6",10,0.515640726984788,"no",-0.121685004224628,0.174750029521426,5,0.833887730218796,"no",""
"PHF14",8,0.515681328508413,"no",0.0420811752968156,0.19662411069075,3,0.955208429133864,"no",""
"KCNRG",9,0.516166253012024,"no",-0.0164007289836205,0.153945922882911,5,0.698227518242028,"no",""
"NCOA5",8,0.51622178160527,"no",0.000685492437232503,0.270497401568166,3,0.0186234586340677,"no",""
"EDN1",9,0.51645803560365,"no",-0.092528196626548,0.103132591188913,5,0.581964143759335,"no",""
"TMEM130",9,0.516494507831501,"no",-0.00280150427926291,0.229965225846784,5,0.765473730020398,"no",""
"NDN",10,0.516819196231452,"no",-0.089648144704191,0.190178488443869,5,0.461339374630057,"no",""
"HCK",9,0.516968634542338,"no",-0.104020475663596,0.20065027145324,4,0.73882319554423,"no",""
"TLN1",9,0.517005104875068,"no",-0.24978777049998,0.744537104057437,4,0.000124129935999545,"yes",""
"SMARCC1",8,0.517109606072421,"no",-0.00445990065221535,0.334500562588969,4,0.0271166710732722,"no",""
"PTPN12",8,0.517379797494772,"no",0.0377041310187124,0.230298706345176,4,0.942372223537005,"no",""
"KCNA6",9,0.517406269390225,"no",0.0115088481893195,0.142849382384141,5,0.999828310773499,"no",""
"MAGOHB",9,0.517479206573838,"no",-0.00727029481721809,0.0818226627647549,5,0.999710587414266,"no",""
"RNF17",7,0.517950889713772,"no",-0.325776047350525,0.227968700241106,4,0.0632450272178298,"no",""
"VDAC2",9,0.518026217258653,"no",-0.00429564025214344,0.344467341114145,4,0.951468781945746,"no",""
"POLR3G",10,0.518136139763031,"no",-0.298327279782094,0.36607699598269,5,0.814765041680394,"no",""
"DRD5",10,0.518205447383985,"no",0.0514245052346227,0.183455613522428,5,0.992974417681212,"no",""
"SERTM1",10,0.518274754471078,"no",-0.0238609958414782,0.130898334464829,5,0.703049352195089,"no",""
"SARNP",10,0.518898493896324,"no",-0.162435459006859,0.320187341495219,5,0.000154668600896574,"yes",""
"HERC4",10,0.518933144784153,"no",-0.0199388790995526,0.225754986508076,5,0.990775285435832,"no",""
"KCTD1",9,0.518974290810478,"no",-0.0863389828603124,0.145907396287447,4,0.999635292691495,"no",""
"SBK1",10,0.5191410471876,"no",-0.292951093558526,0.398214347387788,5,0.0404260638470432,"no",""
"TTC3",9,0.519885802209626,"no",0.165983300578669,0.156250389053996,5,0.982759536250773,"no",""
"CHRM2",9,0.519922260605172,"no",0.0348416309670242,0.17323369319929,4,0.978918624068913,"no",""
"RARB",10,0.520076544702066,"no",-0.0322401704745522,0.101683082938793,5,0.964285826686775,"no",""
"CHRAC1",9,0.520213921943615,"no",0.0594425997907966,0.256789675624422,5,0.202660092462199,"no",""
"HSPA1A",10,0.520319063783621,"no",-0.0199817896321767,0.251183867354805,5,0.025553789541153,"no",""
"TIE1",10,0.52052693147686,"no",-0.219570920133558,0.339801575653916,5,0.0190337059470123,"no",""
"CLK1",9,0.520614939167492,"no",-0.141890852288183,0.293553122843945,5,0.0497076098883968,"no",""
"EEF1G",10,0.52115050183863,"no",-0.397021280819083,0.325340626008261,5,3.24715496613944e-06,"yes",""
"SLC25A15",10,0.521358347537387,"no",-0.10472116427718,0.26713729141837,5,0.678432616721975,"no",""
"BCLAF1",7,0.521406397758009,"no",-0.344644627068217,0.120435555404421,3,0.00264942765167472,"no","AML_Act,CM_Act,ST_Act"
"SET",10,0.521462268276875,"no",-0.0760911444205493,0.375455100414032,5,0.000585374772626917,"no","SCLC_Act"
"RAB8A",10,0.521462268276875,"no",0.072524655951722,0.135197823716122,5,0.1483026523015,"no",""
"ADCY4",9,0.521599167829547,"no",0.0319413657935506,0.237331807987201,4,0.0152833808477041,"no",""
"SMYD2",9,0.521672068661623,"no",0.0949179269788514,0.114246725883242,4,0.290331001226077,"no",""
"CEACAM4",10,0.521774021973669,"no",0.0350980573246722,0.163220307319063,5,0.470314897622382,"no",""
"RAET1L",10,0.522051125524938,"no",NA,NA,5,0.390639306373883,"no",""
"ULBP2",10,0.522051125524938,"no",0.0199876197512517,0.196806328530465,5,0.121212140100014,"no",""
"TGFBR1",10,0.522293582652218,"no",-0.0916496161934545,0.278629768637594,5,0.00963003571050003,"no",""
"FKBP15",10,0.522778472802521,"no",-0.194283727380534,0.174831155882047,5,0.940386395317928,"no",""
"AMD1",10,0.522951639963123,"no",-0.284948260308468,0.267529759700836,5,0.00093250916260068,"no",""
"PBRM1",9,0.522984161470955,"no",-0.0904379449013864,0.0691509945057331,4,0.0920672337511521,"no","CESC_LoF,CH_LoF,CM_LoF,ESCA_LoF,LUAD_LoF,RCCC_LoF,RPC_LoF,UCEC_LoF"
"HMGB4",10,0.52312480291881,"no",0.0485687060392441,0.147394221516114,5,0.992556470616193,"no",""
"GLI1",7,0.523585882844577,"no",-0.0150225301205564,0.129206763824115,3,0.039540950982837,"no","LEIS_Act"
"PABPC1",9,0.523895196133828,"no",-0.221265645713166,0.133387678325737,4,4.4803775858527e-05,"yes","DLBCL_ambiguous,LUSC_ambiguous,MM_ambiguous,THCA_ambiguous"
"TCF4",10,0.524198317459096,"no",0.121250190924665,0.0818516133103592,5,0.381677657249073,"no","MBL_Act,PIA_Act"
"RPTOR",10,0.524613826141771,"no",-0.18303022519485,0.247582231072164,5,2.23695672120671e-05,"yes",""
"PLOD2",9,0.524842544016085,"no",-0.0491292927937092,0.26829047040919,4,0.921362609424503,"no",""
"APPBP2",9,0.524988277921919,"no",0.0693398461663693,0.235112677122014,4,0.912555800375746,"no",""
"MTF2",10,0.52534090358205,"no",-0.30511128179034,0.269759917961058,5,0.631751776862785,"no",""
"TET1",10,0.525375524293547,"no",-0.275822499783623,0.171554135149157,5,0.998702479518172,"no","GBM_ambiguous,HC_ambiguous,RPC_ambiguous,SBCC_ambiguous,ST_ambiguous"
"HSD11B1",9,0.526226883709174,"no",0.00699327943307143,0.154014066016075,4,0.1318333443694,"no",""
"GRID1",8,0.526715152756106,"no",-0.0638199991382634,0.0927526421202018,4,0.543807256882738,"no",""
"FAP",9,0.526773250204051,"no",-0.0811548888186673,0.179887808301739,5,0.954842200935267,"no",""
"SMYD5",10,0.527106317555159,"no",0.0213879874855065,0.157359473157943,5,0.107083133728617,"no",""
"INSR",10,0.527452417649805,"no",-0.0504615349245019,0.287893684684372,5,0.547617942067833,"no",""
"BCAR3",10,0.527729283259035,"no",-0.0920713176120216,0.229674626030124,5,0.86518580282239,"no",""
"ORC5",8,0.528218419027057,"no",-0.0457109737923883,0.14409497650923,4,0.000469151303845709,"no",""
"ZFHX2",8,0.528757959719123,"no",0.037072449559953,0.0993371526656978,3,0.296858075371838,"no",""
"HRH4",9,0.529249486252365,"no",-0.0263826429585887,0.194268403397902,5,0.995562784083037,"no",""
"HNF1B",9,0.529431520416759,"no",0.0102491492859264,0.0882259963960582,5,0.189668582095273,"no",""
"RAB2A",8,0.529798358091507,"no",0.0115616219066816,0.193391966904295,4,0.951404170136633,"no",""
"FRMD3",10,0.53001291660138,"no",-0.0817281274433907,0.258816624880666,5,0.997257598827414,"no",""
"NDST3",10,0.53001291660138,"no",0.0604714263055078,0.189354000272058,5,0.957826262542968,"no",""
"SPI1",9,0.530378001391041,"no",0.155952297659825,0.135416635716167,4,0.6206675782269,"no",""
