"","#wt","#mut","pvalue","is_significant","tcga_pvalue","tcga_tumor_vs_normal"
"PRDX3",10,0,0.944350552859656,"no",0.0717949259641096,"down"
"PGLYRP2",10,0,0.944390659824024,"no",0.000211326088407208,"up"
"LGALS9",10,0,0.94465325713505,"no",0.00345790260640023,"up"
"MPP7",10,0,0.944767347184863,"no",4.08358772530894e-08,"down"
"ADCY2",8,2,0.944941103247252,"no",0.00194628929586605,"down"
"HIST3H3",10,0,0.944966898504101,"no",1.61466903662337e-16,"up"
"POLA2",5,5,0.94503856894517,"no",6.37069068969272e-48,"up"
"ZFP36L2",8,2,0.945100146351113,"no",0.0466562968039943,"down"
"LRRTM4",10,0,0.94536567577396,"no",0.12665481669057,"down"
"DDX24",9,1,0.945406275662983,"no",1.04790600325159e-10,"up"
"PPP2R3A",9,1,0.945697053850255,"no",0.542379410821514,"down"
"DCLK1",10,0,0.945806116213269,"no",0.0123947294417919,"down"
"MDC1",8,2,0.94584430581249,"no",8.92312345106561e-31,"up"
"RAET1G",10,0,0.945890844079051,"no",0.105000967236275,"down"
"TMEM55A",9,1,0.945975506814588,"no",0.766282489039459,"down"
"NR0B1",10,0,0.945978210524891,"no",0.0471423492509386,"up"
"VWC2",10,0,0.946074284569134,"no",0.3224991514191,"down"
"TELO2",10,0,0.946136486758307,"no",4.69444990335491e-21,"up"
"XPA",10,0,0.946273798090871,"no",0.211488935878146,"down"
"STEAP1",9,1,0.946316900207648,"no",4.90545065398975e-05,"up"
"SOX9",10,0,0.946339328771148,"no",0.692299043042188,"down"
"CNTN1",10,0,0.946798292897031,"no",1.05233770500562e-08,"up"
"OR2T1",10,0,0.94721451688924,"no",0.679313810244018,"down"
"PPP3R1",10,0,0.947301146614153,"no",2.57529922317603e-11,"up"
"UPRT",10,0,0.947504150030794,"no",6.91689658582626e-08,"down"
"ECHDC3",10,0,0.94752019036682,"no",1.90027740255007e-06,"down"
"NNT",7,3,0.947558116205144,"no",0.00359506873791303,"down"
"OSBPL2",10,0,0.947642284236023,"no",0.0678997840741607,"down"
"ANKFY1",10,0,0.94764989096303,"no",9.41971568517529e-06,"up"
"PTEN",10,0,0.947683537824934,"no",0.0135187966912051,"up"
"PTENP1",10,0,0.947683537824934,"no",5.71923136880086e-05,"up"
"MBTD1",10,0,0.947769474568476,"no",0.331717725008817,"up"
"CAMK2N1",10,0,0.947779685021192,"no",0.897611283917199,"up"
"CDH4",10,0,0.948002571330202,"no",1.77077693702047e-06,"up"
"AGT",10,0,0.948004919608188,"no",0.00209445974534141,"down"
"UBE2J2",10,0,0.948125478792639,"no",8.59323706699255e-09,"up"
"SOX3",10,0,0.948307223320167,"no",0.912846567884361,"down"
"TMEM55B",9,1,0.948370647786441,"no",2.45594788582062e-12,"up"
"ZNF197",10,0,0.948386034457313,"no",0.76673413835413,"up"
"B4GALNT3",9,1,0.948487213213037,"no",1.20296000210739e-09,"up"
"CAMK2B",10,0,0.9485166081382,"no",0.00151976804280876,"down"
"UBE2NL",10,0,0.948530100939892,"no",0.951407704869285,"up"
