"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"NACC2",343,4,0.0914516278620147,"no",-0.0367853085029963,0.185400453089986,-0.182059009463069,0.267195593712889,259,4,0.240365618537639,"no","",0.00686318631863186,8888
"TTC39C",338,6,0.0916584610653031,"no",0.0800906504732191,0.127837542781218,0.0613782109102768,0.176726613384191,256,3,0.303699497054947,"no","",0.0167641764176418,8888
"CYP4F22",339,4,0.0917897410870056,"no",-0.133029312393624,0.236041434911913,-0.159958407113321,0.154917548205452,256,4,0.145014213652143,"no","",0.0172142214221422,8888
"PVRL3",326,10,0.0918165691886603,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0103510351035104,8888
"LRRC15",301,36,0.0918707188348193,"no",-0.134230897677461,0.241208771174775,-0.231602405519052,0.231062729540019,223,26,0.323747202967359,"no","",0.0518676867686769,8888
"STK38L",325,21,0.0918993080579335,"no",-0.00788435101309793,0.184157169688754,-0.0306106650395733,0.170695950406275,250,12,0.0185478718315166,"no","",0.0205895589558956,8888
"PKN3",335,4,0.0919319953997529,"no",-0.00841042241692174,0.153863203255817,-0.0301453382313914,0.109024406695834,254,4,0.237505143459041,"no","",0.0045004500450045,8888
"CD44",331,16,0.0920106134512275,"no",-0.0105434909115422,0.220408628563281,-0.057450875572253,0.186904558459503,247,13,0.151998399699815,"no","",0.0140639063906391,8888
"WWP2",336,9,0.0921132985329219,"no",NA,NA,NA,NA,258,7,0.121297393523911,"no","",0.00461296129612961,8888
"LRP4",319,6,0.0922605280345887,"no",-0.0650108155555545,0.216257688789657,-0.100498197833238,0.0563632111954402,242,3,0.323494792289444,"no","",0.00551305130513051,8888
"GABRA6",330,10,0.0923857877276478,"no",NA,NA,NA,NA,251,7,0.256191859762582,"no","",0.00663816381638164,8888
"TBC1D23",337,5,0.0924313969682388,"no",-0.134425466887241,0.239993119460559,-0.214706907513243,0.095689786503832,250,4,0.400453772684986,"no","",0.0112511251125113,8888
"ESPNL",337,6,0.092759597967433,"no",0.0409672558760119,0.185660125262101,0.008147744850947,0.196635446482039,251,6,0.838185447009271,"no","",0.00303780378037804,8888
"HELT",328,5,0.0927665181659667,"no",-0.135385701203893,0.215883134236989,-0.159468915814451,0.035560590482908,248,3,0.249687927600355,"no","",0.00247524752475248,8888
"CLRN3",346,4,0.0927943301604083,"no",-0.0619917253290948,0.156127743810113,-0.0680575277620004,0.254325903106166,260,3,0.430693370453493,"no","",0.0036003600360036,8888
"CYSLTR2",339,4,0.0928110969543176,"no",-0.0449698684623222,0.135894817249109,-0.0703107609380677,0.0702512971622189,257,4,0.218151491070328,"no","UVM_Act",0.00281278127812781,8888
"ANGEL2",325,11,0.0928139176949841,"no",-0.309993357863846,0.310641993480223,-0.343753386298008,0.495641857575811,243,11,0.164046923698974,"no","",0.0201395139513951,8888
"GRB10",315,30,0.0928177941206218,"no",0.00154480994389589,0.141098450596454,-0.0232595944558296,0.205777230557759,232,27,0.415075070693375,"no","",0.0109135913591359,8888
"SDHAF2",347,7,0.0929042439599819,"no",-0.112658339168103,0.267690352526479,-0.318655989505871,0.142393613739743,262,5,0.396886135259515,"no","",0.00495049504950495,8888
"ARHGAP31",321,6,0.0930575704301057,"no",-0.0644334773515357,0.256407540534296,-0.267872213490178,0.0973304149095913,248,4,0.149663039773242,"no","",0.00978847884788479,8888
"IL8",347,2,0.0931430280419094,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0099009900990099,8888
"NFIB",309,10,0.0931665585874278,"no",0.035205242596548,0.162693942744409,-0.024652712223683,0.116271951906651,227,10,0.0393951788072697,"no","",0.009000900090009,8888
"STAT5B",345,4,0.0934728826582426,"no",-0.014160771279458,0.121988908032594,-0.0194068568817479,0.160230528255798,265,1,NA,NA,"OV_ambiguous",0.00551305130513051,8888
"STK25",340,3,0.0938181059938255,"no",0.00225253459432733,0.161667247000925,-0.103321883676256,0.239277610436607,255,4,0.0524119676482799,"no","",0.00315031503150315,8888
"CYP46A1",331,10,0.0945916893476199,"no",-0.00746435585230339,0.14406578149008,-0.0891317073472727,0.125366297498068,246,10,0.281449594709673,"no","",0.00427542754275428,8888
"RAB11A",350,5,0.0946974162408025,"no",-0.078045333177248,0.212601628084202,-0.263108963540338,0.142075770580246,264,4,0.260316322366003,"no","",0.00225022502250225,8888
"CYP4Z1",345,3,0.094910650108503,"no",0.073105178986022,0.179402230970585,0.114661841002,0.0399323063619609,261,2,0.431335488445692,"no","",0.00731323132313231,8888
"NR4A3",341,6,0.0960959690586089,"no",-0.0475896073992546,0.145513583432488,-0.117741938523657,0.230445396423536,260,4,0.655649295398437,"no","",0.00247524752475248,8888
"CHN2",326,26,0.0961183331593572,"no",0.0347944235321399,0.124125665574237,0.0878585518673253,0.139298329811861,243,24,0.268613156679917,"no","",0.00922592259225923,8888
"SHPK",334,4,0.0961960933492011,"no",0.0273733796005187,0.154385983999103,-0.0348803571328849,0.124353578656029,255,2,0.233678408583872,"no","",0.00225022502250225,8888
"PHF21A",352,4,0.0963375398038404,"no",-0.00678336513625267,0.155922491549639,-0.113666282842238,0.184812290646243,264,4,0.0632620507915998,"no","",0.00776327632763276,8888
"SH2D3C",333,6,0.0964644751220759,"no",0.0218555528751027,0.190531381040546,0.0205637920339603,0.150243012192286,250,5,0.463228630662734,"no","",0.00495049504950495,8888
"CYP4Z2P",355,3,0.0966445404547097,"no",0.0509768955563252,0.20719084046637,-0.116435721328787,0.113028564977099,0,0,NA,NA,"",0.00686318631863186,8888
"ARFGAP2",342,6,0.0967895914963048,"no",-0.0718990354722768,0.280363358483851,-0.0710243357331286,0.139413852713016,260,4,0.0987165859704248,"no","",0.00438793879387939,8888
"CLEC5A",332,16,0.096849473731465,"no",0.0251352462931658,0.156897889899791,0.059551109698608,0.199215301274708,250,13,0.273156587431106,"no","",0.0111386138613861,8888
"SOX14",339,16,0.0980331252556014,"no",-0.00470349360898366,0.160016502268466,-0.056617983400932,0.115791596567649,256,11,0.682433389933717,"no","",0.0158640864086409,8888
"CTNNB1",326,2,0.0981505518523392,"no",0.000313221672141502,0.16325871814773,-0.863362394321358,1.01193365883149,248,1,NA,NA,"ACC_Act,COREAD_Act,HBC_Act,HC_Act,LUAD_Act,MBL_Act,NSCLC_Act,PIA_Act,PRAD_Act,RHBDS_Act,SBCC_Act,ST_Act,UCEC_Act,WT_Act",0.00202520252025203,8888
"ARMC7",333,19,0.0982108659859515,"no",-0.0763299168494635,0.180398021672858,-0.0757524982455798,0.147791580902065,255,12,0.507113778092259,"no","",0.0174392439243924,8888
"RPH3A",337,3,0.0984531765770339,"no",0.032892799366066,0.141409308398164,0.0458748018176613,0.0499595268959641,252,2,0.319154503552555,"no","",0.00337533753375338,8888
"LYNX1",317,37,0.0984818295500666,"no",-0.224535907561769,0.276190417589367,-0.328187760096094,0.276822958014044,0,0,NA,NA,"",0.060981098109811,8888
"MAP3K8",339,6,0.0988692102536837,"no",0.0065101180108433,0.121010180314143,0.0256500435519591,0.04083014806937,252,6,0.289219363809926,"no","",0.00596309630963096,8888
"TBC1D22A",330,3,0.0989797349483045,"no",-0.0448677948402041,0.171878674905783,-0.0423586029950465,0.166887309923591,250,3,0.214696913812272,"no","",0.0054005400540054,8888
"TFAP2C",313,38,0.0990364315222916,"no",0.0035278116830964,0.120934616804143,-0.04473033902037,0.174697305086259,236,27,0.34480093688037,"no","",0.0207020702070207,8888
"ATP8B2",318,24,0.0992146989759404,"no",-0.110132430689449,0.180231947010335,-0.130720253469716,0.134990910741486,238,20,0.182576413983547,"no","",0.0358910891089109,8888
"CAPN1",336,13,0.099337721176142,"no",0.0206370559700397,0.151810354448714,-0.0241995324477454,0.0818836960519922,249,14,0.190791911678618,"no","",0.0104635463546355,8888
"KCNMB2",324,25,0.0994383344906204,"no",0.0255294362837092,0.172341786738246,0.0958047943763923,0.182813361637742,248,17,0.0711580989639977,"no","",0.063006300630063,8888
"HDAC11",347,4,0.0997604998011048,"no",-0.17240018714436,0.265275519699006,-0.176567229570107,0.186390702227297,260,4,0.770520645850637,"no","",0.00877587758775878,8888
"SH2B3",344,3,0.100668595143369,"no",-0.00906285860949006,0.183826872081393,-0.0509723221005757,0.198326240500725,259,2,0.390491264478521,"no","MDPS_ambiguous",0.00393789378937894,8888
"PRKAB1",353,4,0.100769062223409,"no",-0.0404529608781449,0.156449600819086,-0.0242162927218381,0.162072925032395,266,2,0.504459531271082,"no","",0.00382538253825383,8888
"TMEM52",335,8,0.101323343994016,"no",-0.10732882056169,0.180758545143329,-0.134940483338947,0.267686330467708,252,5,0.259507787696383,"no","",0.0063006300630063,8888
"RBMXL1",333,14,0.101460138039506,"no",-0.217480036912853,0.261177265966708,-0.216708270909193,0.108787410583353,249,12,0.484757221781419,"no","",0.00461296129612961,8888
"IMPACT",346,5,0.101531744260685,"no",-0.171346213542908,0.259521124323057,-0.10680172503195,0.148951914822801,258,3,0.749428691340135,"no","",0.0147389738973897,8888
"SMARCA2",298,11,0.101773763298102,"no",0.0114284645638624,0.10573882107714,-0.0389058390089285,0.114034009819166,227,9,0.0571913766789065,"no","",0.0118136813681368,8888
"APOA2",335,21,0.102139315160745,"no",-0.0589046971441679,0.161075087967079,-0.0429476329407355,0.0985017388693101,251,19,0.256310833898604,"no","",0.0393789378937894,8888
"LOC81691",355,2,0.102293922473648,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00697569756975698,8888
"LY6G6F",334,15,0.102421970095597,"no",-0.181666395934349,0.286788610653806,-0.304831845609955,0.270118961078872,255,11,0.632892399191795,"no","",0.011026102610261,8888
"SLAMF9",328,21,0.102700625365987,"no",-0.00516170012027619,0.171951865865766,-0.0274896036537555,0.173279792367342,247,17,0.185193531433115,"no","",0.0366786678667867,8888
"LGALS14",345,12,0.102999555582822,"no",0.0167282228747286,0.135228119095718,-0.00993992442318099,0.0501233793813395,261,7,0.203252055107587,"no","",0.0208145814581458,8888
"KLHL7",317,31,0.10306921505095,"no",0.0722086259956669,0.124303420346652,0.0564623818631728,0.105916806267351,235,28,0.471251154581088,"no","",0.0135013501350135,8888
"GTF2E1",336,5,0.103428199742065,"no",-0.229084972749957,0.27346927910491,-0.195293289052931,0.130578984295167,254,5,0.555858935607802,"no","",0.0099009900990099,8888
"PSG2",342,4,0.103644078419256,"no",-0.0698356076081558,0.195657627203917,-0.126425699423647,0.131307471186484,259,2,0.0461571061473542,"no","",0.00821332133213321,8888
"TIMD4",333,7,0.103802326144991,"no",-0.00154639086207208,0.125822592994687,-0.0424852597517897,0.0819213910164611,254,5,0.650614854804515,"no","",0.00585058505850585,8888
"HDAC5",330,7,0.103818177111922,"no",0.0561431459792937,0.162447269540241,-0.00517485070722518,0.0992044896387482,248,4,0.389882763309006,"no","",0.0054005400540054,8888
"LOC341056",347,4,0.103891641293997,"no",-0.200067466487263,0.37912439165353,-0.467092736418564,0.379480449800795,0,0,NA,NA,"",0.00472547254725473,8888
"HIF3A",345,3,0.104057665241426,"no",-0.0768456656072723,0.176288707999305,-0.112752530153321,0.0790601400822073,259,3,0.491546362699772,"no","",0.00438793879387939,8888
"GJA1",341,5,0.104097474932207,"no",0.00701600924655344,0.163867129835416,-0.0549520371886786,0.0993317665939337,258,2,0.637788287427038,"no","",0.00495049504950495,8888
"NCOA6",310,18,0.104111272031466,"no",-0.719448850481799,0.369587962765266,-0.805392121991488,0.198855546985521,234,14,0.023246950383182,"no","",0.0177767776777678,8888
"CBX1",348,13,0.104134981666986,"no",0.0658172936165771,0.164020474570978,0.0115338579734405,0.114505048377062,262,8,0.499862201479605,"no","",0.0111386138613861,8888
"PKLR",326,21,0.104339991714439,"no",-0.0213764789999061,0.19643914243235,-0.056731845545409,0.206116459223217,245,17,0.121204148873581,"no","",0.0369036903690369,8888
"CNR1",342,3,0.104390676320014,"no",-0.0354858518941412,0.193251038045929,-0.16508050047854,0.133131443067785,260,1,NA,NA,"",0.00258775877587759,8888
"WIPI1",337,19,0.104406278424578,"no",-0.0143279497185156,0.157538268180877,-0.0489119980810117,0.144438147999621,253,14,0.108183740305113,"no","",0.0181143114311431,8888
"PGC",342,8,0.104511858873327,"no",-0.00837665914488983,0.16864479214135,-0.00399270367238761,0.116319398551607,259,6,0.405454952937499,"no","",0.0193519351935194,8888
"RPL22",313,5,0.104665782095482,"no",-0.0141238346073074,0.203782261256918,-0.0811463949235708,0.0717352342038124,245,1,NA,NA,"HC_Act",0.00596309630963096,8888
"CADM3",330,21,0.104727560202709,"no",-0.0370821097488743,0.146832926383682,-0.0555114081440245,0.163982238063977,248,17,0.249983740022486,"no","",0.0324032403240324,8888
"MEP1A",341,4,0.104866756282206,"no",-0.0348596438606998,0.189782486556876,-0.0780165867406546,0.131231581550637,259,2,0.122160373620951,"no","",0.0129387938793879,8888
"UGT3A1",307,37,0.105118001649359,"no",0.046016938820415,0.156939250680218,0.0347204232486377,0.114808905200284,232,31,0.519092624173626,"no","",0.0303780378037804,8888
"HS3ST3B1",336,6,0.105142772943037,"no",-0.0108023395325482,0.15157787302194,-0.0403281308842131,0.14196618625954,252,4,0.544592608004524,"no","",0.00483798379837984,8888
"BCAN",314,19,0.105157958014966,"no",-0.048894432033806,0.189539252675786,-0.0565534278557628,0.15651137140587,240,15,0.417913502334709,"no","",0.0325157515751575,8888
"CHN1",346,7,0.105193122120917,"no",-0.0342240347875224,0.21449976118121,0.0501326823141583,0.254792066282694,258,6,0.682531717943262,"no","",0.0072007200720072,8888
"SLC2A4RG",311,42,0.10531407480996,"no",0.00336688319705702,0.190688016817568,-0.0156033933095791,0.18191252076044,233,32,0.146166270003896,"no","",0.0274527452745275,8888
"TCF3",330,3,0.105388328673678,"no",0.136373753435545,0.166722799374355,0.135393670775327,0.0116070466430455,251,3,0.48846239031662,"no","",0.00472547254725473,8888
"ARG1",342,6,0.105402624477661,"no",-0.0708927156829829,0.187480046254907,-0.101074269162606,0.0693688750048923,258,3,0.391382574972301,"no","",0.00495049504950495,8888
"FZD5",343,3,0.106024057160813,"no",-0.33734109291456,0.324318313796222,-0.51281396945203,0.356932834052179,256,3,0.755199503190078,"no","",0.00596309630963096,8888
"CD300LD",338,17,0.106068404967965,"no",0.112384895379687,0.152575647100451,0.0794762493046295,0.16136000918554,259,10,0.621338247184768,"no","",0.018001800180018,8888
"ABCB8",332,18,0.106135976998387,"no",-0.0258250768721956,0.188693236951955,-0.0376053379424295,0.211167212692272,250,14,0.361826159532222,"no","",0.0115886588658866,8888
"CYP4F11",342,5,0.106173433122066,"no",0.13338587626573,0.148248332665301,0.146590064397324,0.046077709362725,259,5,0.431730583726675,"no","",0.0162016201620162,8888
"PRKCE",337,2,0.106205136952007,"no",0.0868646397000799,0.145190363808718,-0.151618304372404,0.134189302566602,256,2,0.188115134403931,"no","",0.00663816381638164,8888
"ALX3",338,13,0.106247472770819,"no",-0.0246726774689446,0.186883078908634,-0.0516962619484625,0.141630435372304,252,11,0.60502605291139,"no","",0.00348784878487849,8888
"ZFP106",353,3,0.106309606949306,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"HTR5A",317,17,0.106563508669131,"no",-0.204503651407444,0.253526554311459,-0.235039421065179,0.212324201465477,240,13,0.399714155319504,"no","",0.0112511251125113,8888
"ABCA9",306,18,0.106758446846401,"no",0.0326376196112123,0.108460219251944,-0.00638662234080032,0.0999598087278653,232,14,0.514343548124333,"no","",0.0164266426642664,8888
"CLDN10",329,17,0.106879252346372,"no",0.00136831785970894,0.175660270817933,-0.0160215637519779,0.0920043816996864,245,15,0.0236925994633431,"no","",0.00978847884788479,8888
"ASAP1",298,44,0.106993445660767,"no",-0.00281976728553566,0.141847628778943,-0.0099016190664479,0.107974647339988,224,37,0.338683446965886,"no","",0.0727947794779478,8888
"LHX1",337,8,0.107037547851413,"no",0.0339027555967193,0.130444497168777,0.0428482853430481,0.077723419808524,254,6,0.0579859240871461,"no","",0.00967596759675968,8888
"RBPJ",347,2,0.107138134183157,"no",-0.022451216788267,0.15661250196131,-0.0396383421599611,0.0810213418762289,260,1,NA,NA,"",0.00382538253825383,8888
"RNF19A",326,25,0.107235748729001,"no",-0.101685949488824,0.161729136009963,-0.126746817369292,0.180802295423823,241,22,0.0898211525083505,"no","",0.0505175517551755,8888
"CBX5",347,6,0.107319275741063,"no",-0.14594422071433,0.321635650976304,-0.263677337550514,0.373863392807673,262,3,0.154844629878205,"no","",0.00585058505850585,8888
"SULT1C3",345,2,0.107562220382396,"no",-0.205470074408571,0.263997061254635,-0.39703264753168,0.210275628857196,261,2,0.0867268232435698,"no","",0.00405040504050405,8888
"CABP2",326,26,0.107688349441328,"no",-0.0410572817022669,0.192765423773579,-0.053783216207513,0.135375764905851,242,23,0.0470161697790208,"no","",0.0223897389738974,8888
"ARF3",349,5,0.108075581544369,"no",-0.0436826015613269,0.156587112214255,-0.112874711834008,0.0667909061146805,265,3,0.342698958938366,"no","",0.00371287128712871,8888
"GLDN",334,6,0.10817022579106,"no",0.0221216077618486,0.159432168356098,-0.0764346786345376,0.24759652092205,250,6,0.343683762683407,"no","",0.0027002700270027,8888
"CIAO1",349,4,0.108332858202863,"no",-0.0167434656619596,0.154329095281911,-0.162504294959879,0.304225880066664,262,3,0.503799515318292,"no","",0.00461296129612961,8888
"SFRP1",336,8,0.108554553282558,"no",-0.0763073488330971,0.350363424507974,-0.0287502289232976,0.233613257288877,253,6,0.461834619445753,"no","",0.0318406840684068,8888
"EPHB1",316,11,0.108586110401219,"no",0.043988354303124,0.183278362670254,-0.0314836303899636,0.170996328530534,237,9,0.426839152358045,"no","",0.0128262826282628,8888
"CCNY",344,3,0.108590355993621,"no",-0.0346783711174431,0.226089722873614,-0.1106076951788,0.302574171947114,260,3,0.156181903724827,"no","",0.00855085508550855,8888
"COX6C",333,21,0.108592506453653,"no",-0.194007299146926,0.216478890293573,-0.178504806620066,0.149099205652883,247,19,0.44743879297947,"no","",0.0462421242124212,8888
"SUDS3",353,4,0.108623773280382,"no",-0.412895827488112,0.325726281804381,-0.409897807559681,0.109719020262774,266,2,0.472638760962162,"no","",0.00405040504050405,8888
"DDI1",333,7,0.108760826967202,"no",-0.0481735063251073,0.168586707304763,-0.0118126938256918,0.146858734264366,250,7,0.00150358051649126,"no","",0.00787578757875788,8888
"WHSC2",345,7,0.108984476071453,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"CDKN1A",345,4,0.109077712086004,"no",-0.00674434091904792,0.250469372833598,-0.0621966787734347,0.400576643362692,256,3,0.185743658920976,"no","BLCA_LoF,HC_LoF,RCH_LoF",0.00978847884788479,8888
"PFKFB3",329,4,0.109109347737581,"no",0.00295318322178116,0.175196354268872,-0.0604373182984814,0.0877812768826219,252,4,0.404924294421105,"no","",0.015976597659766,8888
"CAMKK1",339,3,0.109201504789417,"no",-0.0137532298963606,0.133531208337583,-0.0206972281951389,0.244749738728605,260,1,NA,NA,"",0.00247524752475248,8888
