"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","DeleteriousDnDs","intogen_gene_role","tcga_deleterious_mutation_frequency","tcga_nrSamplesInMutData"
"TP53",98,100,7.49724578274788e-52,"yes",0.643692652144172,0.672732869624697,-0.21045035873896,0.184778790194019,71,78,3.60068011618606e-10,"yes",21.6,"ACC_LoF,ALL_LoF,AML_LoF,AN_LoF,ANGS_LoF,BC_LoF,BLCA_LoF,BLY_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CLL_LoF,CM_LoF,COREAD_LoF,DLBCL_LoF,ESCA_LoF,EWS_LoF,GBM_LoF,HC_LoF,HGG_LoF,HNSC_LoF,LEIS_LoF,LGG_LoF,LUAD_LoF,LUSC_LoF,LY_LoF,MBL_LoF,MESO_LoF,MM_LoF,NHLY_LoF,NSCLC_LoF,NSPH_LoF,OS_LoF,OV_LoF,PAAD_LoF,PAIS_LoF,PIA_LoF,PRAD_LoF,RCCC_LoF,RCH_LoF,RPC_LoF,S_LoF,SBCC_LoF,SCLC_LoF,SSCC_LoF,ST_LoF,THCA_LoF,THYM_LoF,UCEC_LoF,UCS_LoF,VV_LoF,WT_LoF",0.162581110310022,8322
"APC",285,36,9.01894059403031e-06,"yes",0.0115380747988716,0.180432263803978,-0.143234737920937,0.30624034790613,220,24,0.440735254951683,"no",3.75,"AN_LoF,BC_LoF,CH_LoF,CM_LoF,COREAD_LoF,ESCA_LoF,HC_LoF,NSCLC_LoF,PRAD_LoF,SBCC_LoF,SSCC_LoF,ST_LoF,UVM_LoF,VV_LoF",0.078226387887527,8322
"TTK",322,15,2.85693531762228e-05,"yes",-0.623735856612532,0.47106786036246,-0.908102454414032,0.406224755832131,245,10,0.476797396005497,"no",2.71428571428571,"",0.00829127613554434,8322
"PTEN",300,30,5.21535340247616e-05,"yes",0.0555644667857405,0.155178302805215,-0.0198035862869814,0.104110647417539,226,22,0.384042815065698,"no",13.3333333333333,"BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CM_LoF,COREAD_LoF,ESCA_LoF,GBM_LoF,HC_LoF,HGG_LoF,HNSC_LoF,LGG_LoF,LUSC_LoF,MBL_LoF,NSCLC_LoF,OS_LoF,OV_LoF,PAIS_LoF,PIA_LoF,PRAD_LoF,RCCC_LoF,RCH_LoF,RPC_LoF,S_LoF,ST_LoF,THCA_LoF,UCEC_LoF,UCS_LoF",0.0633261235279981,8322
"MMS22L",327,11,5.82333118806433e-05,"yes",-0.736085168271648,0.365197531186414,-1.24143895760644,0.404701050289551,252,3,0.491848680943767,"no",2.5,"",0.00360490266762797,8322
"GEMIN5",329,8,9.63841963827078e-05,"yes",-0.693155353322209,0.386292328405499,-1.12977543828646,0.373457693849458,247,6,0.484014720169871,"no",0.9,"",0.0042057197788993,8322
"USP7",338,4,0.000138255952047165,"yes",-0.228092984215119,0.441606852347013,-0.950387053905202,0.279820274552218,255,1,NA,NA,1.2,"",0.00348473924537371,8322
"NOL11",331,6,0.000271290975591887,"yes",-0.463601357115786,0.347410528523633,-0.828753586928469,0.507212707857294,247,5,0.44949930746765,"no",2.33333333333333,"",0.00216294160057678,8322
"TOP2A",331,8,0.000402131875403302,"no",-0.666975390843358,0.465077912698294,-1.07588777926782,0.62198899431755,250,5,0.541291195275061,"no",0.9,"ST_Act",0.00732996875751021,8322
"LRP1",294,11,0.000582198310872061,"no",-0.156431418662074,0.282084287907995,-0.253822503770101,0.213712665971687,229,4,0.386861137265665,"no",0.357142857142857,"",0.0100937274693583,8322
"WDR1",331,4,0.000840681888346092,"no",-0.107272158805655,0.458852248341531,-0.353457898859021,0.156805663710333,249,3,0.425242717856437,"no",0.857142857142857,"",0.00144196106705119,8322
"TOPBP1",324,5,0.000853217307038481,"no",-0.582983388946606,0.372808351096058,-0.751279389200242,0.373862145884339,246,2,0.484425810548917,"no",0.666666666666667,"",0.00576784426820476,8322
"RAE1",313,7,0.00119230530111215,"no",-0.739717029234607,0.418724748871742,-1.00347139494069,0.604654564901684,235,4,0.500103809402876,"no",2,"",0.00300408555635664,8322
"GCLC",342,4,0.00125965207557875,"no",-0.10725798710495,0.183913474380483,-0.154732812188853,0.0812096073818857,261,2,0.829051875885462,"no",1.66666666666667,"",0.00192261475606825,8322
"COPS8",349,3,0.00133543814820158,"no",-0.807523516985887,0.460032847209151,-1.10699599545737,0.153227792116395,264,0,NA,NA,1,"",0.000360490266762797,8322
"CYP1A2",337,3,0.0013364464333103,"no",-0.0931942222947463,0.273640135380646,-0.247414579960798,0.173295395857517,257,1,NA,NA,0.5,"",0.000841143955779861,8322
"EEF1G",348,3,0.00151199763486457,"no",-0.310511918220738,0.299170210537077,-0.474404530405533,0.380621781943056,262,1,NA,NA,0.5,"",0.00120163422254266,8322
"EPHB4",312,7,0.00164024995368888,"no",-0.0531890915289041,0.19654193524994,-0.149436219245921,0.165698249703627,234,5,0.245125496279462,"no",0.727272727272727,"",0.00156212448930546,8322
"CDH3",327,3,0.001676612096397,"no",0.0194254261282314,0.184856450311289,-0.033182968102107,0.0803518200694776,250,1,NA,NA,0.444444444444444,"",0.00156212448930546,8322
"MCRS1",350,4,0.00170965628970723,"no",-0.42891348187917,0.361287643259975,-0.94678335221716,0.247320456348809,261,4,0.378562147435785,"no",1,"",0.00168228791155972,8322
"KDM1A",346,4,0.00176727563280642,"no",-0.169719377591086,0.245633925648743,-0.447311914458474,0.15816978163695,263,2,0.213832141401523,"no",1.25,"",0.00168228791155972,8322
"RNPC3",329,6,0.00220438947312144,"no",-0.521769202230862,0.328949949068143,-0.780917155613041,0.505742587644148,252,5,0.489302105828347,"no",0.875,"",0.000720980533525595,8322
"BRWD1",313,17,0.00244641215888751,"no",0.0502211847502935,0.182354127067227,-0.0483062708742205,0.153131917825498,238,9,0.623938040458394,"no",7.33333333333333,"",0.0114155251141553,8322
"SETD1B",310,22,0.00252243678325909,"no",-0.0176246134976291,0.172688830144143,-0.0890755369470622,0.105047526877101,236,14,0.648157692892813,"no",1.47826086956522,"ESCA_LoF,OV_LoF,PAAD_LoF",0.0124969959144436,8322
"RB1",320,20,0.00407949767172825,"no",0.0177650039092573,0.187716222048655,-0.105242663394655,0.106255326950645,244,12,0.00588840134748219,"no",2.44444444444444,"ACC_LoF,BLCA_LoF,BRCA_LoF,CESC_LoF,CM_LoF,ESCA_LoF,GBM_LoF,HC_LoF,HNSC_LoF,LEIS_LoF,LUAD_LoF,LUSC_LoF,MM_LoF,NSCLC_LoF,OS_LoF,OV_LoF,PIA_LoF,PRAD_LoF,RB_LoF,S_LoF,SCLC_LoF,ST_LoF,UCEC_LoF,UCS_LoF",0.0378514780100937,8322
"MASTL",336,7,0.00416629491928211,"no",-0.196929832264891,0.248991008240637,-0.408205322785529,0.366788297211575,252,4,0.49160473855321,"no",0.888888888888889,"",0.0042057197788993,8322
"RPP40",331,6,0.0044002390754552,"no",-0.661021310329845,0.449105227562044,-0.935418472237652,0.462113170695722,251,4,0.491909479673619,"no",1.75,"",0.00156212448930546,8322
"PPM1D",322,10,0.00440298665093675,"no",0.0464173742012504,0.162244990741051,-0.0635617407185057,0.219135659880211,245,5,0.0974682762301737,"no",5.5,"HGG_LoF,PIA_LoF,SBCC_LoF",0.00660898822398462,8322
"SCAF4",321,22,0.00466179093794508,"no",-0.0529184171257036,0.156482301566588,-0.0901600990269352,0.109524511010822,243,15,0.405646593268117,"no",2.5,"",0.0123768324921894,8322
"DLD",324,4,0.00485563743377735,"no",-0.0657939524644871,0.149864306681513,-0.417243025098086,0.189635703417988,242,2,0.105082733491488,"no",2,"",0.00192261475606825,8322
"LLGL2",329,5,0.0048683877843428,"no",-0.0135156732568014,0.238633807253301,-0.127039980929668,0.0525899249650229,249,2,0.449031351283061,"no",0.636363636363636,"",0.00180245133381399,8322
"XRCC5",345,2,0.00539962174345441,"no",-0.665001222216542,0.355953877927028,-1.50141124963339,0.766314145095571,259,1,NA,NA,0.571428571428571,"",0.00300408555635664,8322
"PTPRD",273,10,0.00561500757333203,"no",-0.0449342976730457,0.140175057621665,-0.0617123511108904,0.133923705449417,201,8,0.581258251322479,"no",0.433333333333333,"BCNET_Act,BRCA_Act,CM_Act,DLBCL_Act,ESCA_Act,NSCLC_Act,PRAD_Act,VV_Act",0.0087719298245614,8322
"PLRG1",342,2,0.00580441698325284,"no",-0.870304937652394,0.384797330338568,-1.65823272391005,0.162026645873185,260,0,NA,NA,0.75,"",0.00156212448930546,8322
"CTNNBL1",337,2,0.00598553342068445,"no",-0.657772750933484,0.3603608735007,-1.37950708829488,0.0637288829891447,257,1,NA,NA,1,"",0.00288392213410238,8322
"PRPF4",344,2,0.00599022081328891,"no",-0.65893064790194,0.46676752715137,-1.62169498735138,0.13458216294603,257,1,NA,NA,0.6,"",0.00120163422254266,8322
"BTBD1",339,4,0.00610366937613549,"no",0.0833134250288163,0.172645930271726,-0.100228902440783,0.132039560686475,257,1,NA,NA,1.66666666666667,"",0.00156212448930546,8322
"ATAD5",326,12,0.00642757682085905,"no",-0.0201398384243698,0.201276654351739,-0.0720461358958086,0.165356281174406,248,5,0.749227113666341,"no",3.4,"",0.0087719298245614,8322
"CSNK1A1L",338,3,0.0064390571994208,"no",-0.144681710323774,0.207425539483258,-0.229412273396605,0.0516380842257155,254,2,0.727653413045125,"no",1.5,"",0.00216294160057678,8322
"FYN",335,5,0.00650137193990568,"no",NA,NA,NA,NA,258,3,0.404405176693647,"no",2,"",0.00216294160057678,8322
"UTP18",338,2,0.0065220889451814,"no",-0.618569094945923,0.298701617337657,-1.06054071820923,0.116598172748416,253,0,NA,NA,0.428571428571429,"",0.00144196106705119,8322
"TRPM6",311,7,0.00678019762563237,"no",-0.0426573261324514,0.182336143706442,-0.0861220113552809,0.294839292829662,240,4,0.339224936870781,"no",0.8,"",0.00805094929103581,8322
"DROSHA",291,5,0.00686859247532196,"no",-0.318281845921207,0.268010833212659,-0.535604115620305,0.247373688642509,215,5,0.364500575731902,"no",0.666666666666667,"LUSC_LoF,WT_LoF",0.00480653689017063,8322
"ATP5J2-PTCD1",328,2,0.00719760178880741,"no",-0.020434720015892,0.223518870133401,-0.0107210260323757,0.0451674181045821,0,0,NA,NA,0.75,"",0.000120163422254266,8322
"ATAD3B",323,3,0.00729164669025746,"no",-0.248897640597467,0.303586528367471,-0.283230186656667,0.207339355664283,248,3,0.380236350423545,"no",0.571428571428571,"",0.000961307378034126,8322
"CLSPN",338,6,0.00735893931627688,"no",-0.753677941491455,0.513347565435866,-1.62485066222589,0.600614313439234,252,4,0.36073731780037,"no",2,"",0.00504686373467916,8322
"SUPT16H",335,8,0.00739595711651448,"no",-0.770673149378669,0.373716695435329,-1.09639234710759,0.118210628970184,249,5,0.454017189337295,"no",0.75,"",0.00552751742369623,8322
"GNL2",342,8,0.00767831372881247,"no",-0.569351045236733,0.281442109110135,-0.818073032685194,0.396330303269813,259,5,0.465366594455417,"no",2.25,"",0.00240326844508532,8322
"PAX1",335,4,0.00772439119379263,"no",-0.0665743975520024,0.178133953594999,-0.234594455764999,0.0573730563495081,251,3,0.548381228919643,"no",0.5,"",0.00168228791155972,8322
"LMLN",307,3,0.00782992624742575,"no",-0.00281644180248851,0.24293463241673,-0.205415316569021,0.0729691823666405,233,2,0.390894384587555,"no",0.666666666666667,"",0.00192261475606825,8322
"RUFY1",338,3,0.00787841545387608,"no",0.0618884596209592,0.181869732530942,-0.0732120017970087,0.122624990809532,252,1,NA,NA,1,"",0.00156212448930546,8322
"INTS4",326,5,0.00806714301678651,"no",-0.841769660231459,0.395363056081738,-1.15391088019786,1.02942984933026,243,3,0.469590582630473,"no",1.5,"",0.00276375871184811,8322
"LONP1",338,3,0.00816152647259598,"no",-0.56676286992999,0.456551029990077,-0.894669225046296,0.0620785479896135,259,1,NA,NA,0.4,"",0.00168228791155972,8322
"PIK3C3",319,5,0.00816386240663345,"no",-0.184645438241882,0.241801172211479,-0.418052384123526,0.231287039960212,247,3,0.503941185260672,"no",0.75,"",0.00240326844508532,8322
"RASA2",323,8,0.00817819216046025,"no",0.0353727099603233,0.207879701677986,-0.00700400666851995,0.232810078127011,245,4,0.696125839042455,"no",1.8,"DLBCL_LoF",0.00408555635664504,8322
"PRKAR2A",344,2,0.00849881195851689,"no",0.00451073584789854,0.133832720316657,-0.172401610259696,0.151071600137175,259,1,NA,NA,3,"",0.000480653689017063,8322
"MXD3",344,2,0.00937842063037812,"no",-0.0228569682604132,0.20523727553736,-0.173859660660976,0.132519662474294,260,1,NA,NA,1,"",0.00120163422254266,8322
"ZCRB1",343,2,0.00938674916462493,"no",-0.122425089785743,0.159877354893939,-0.675817127944412,0.122997086945077,257,2,0.467149530972571,"no",1.25,"AML_LoF",0.00192261475606825,8322
"LDLR",329,3,0.00943510266792218,"no",-0.0491242996559576,0.137950783442744,-0.206967285208968,0.126933123097489,245,3,0.237289238589546,"no",0.571428571428571,"",0.00120163422254266,8322
"AKAP1",327,3,0.00946994581964301,"no",-0.244482870473584,0.433671972627878,-0.303969787746942,0.119375896870597,245,2,0.714187617330333,"no",1.33333333333333,"",0.00168228791155972,8322
"POLE",310,7,0.00949779912299517,"no",-0.56001852069507,0.407964791536999,-0.577610191291668,0.9017942415787,228,7,0.492395156403953,"no",0.625,"CESC_ambiguous,SBCC_ambiguous,UCEC_ambiguous",0.00600817111271329,8322
"POLD1",329,11,0.00952122302678977,"no",-0.580324365115175,0.391932091584783,-0.842782730924303,0.664199470053765,250,5,0.482484387719757,"no",0.684210526315789,"BRCA_Act",0.00372506608988224,8322
"ARHGAP11A",330,3,0.00967614526315792,"no",-0.0613085167277125,0.172655646983464,-0.0160794956284213,0.032190136614428,248,2,0.767931153414075,"no",0.8,"",0.00324441240086518,8322
"RNF20",339,2,0.00998571947832979,"no",-0.46867083792343,0.388345246312435,-0.68042020082865,0.0195079006207999,257,2,0.435571728368037,"no",0.666666666666667,"",0.00336457582311944,8322
"ACTR6",350,6,0.010134806604604,"no",-0.188062748368886,0.210269834045864,-0.330874035574764,0.0761151433883588,263,3,0.48038791563032,"no",7,"",0.00264359528959385,8322
"MYBBP1A",319,5,0.0102020282673211,"no",-0.310157370229849,0.266525931147008,-0.505456403248101,0.0224711068912871,245,1,NA,NA,0.428571428571429,"",0.00156212448930546,8322
"ERCC2",331,2,0.0103193260324983,"no",-0.272072255536881,0.332457334025891,-0.456428386022519,0.196698738135551,252,2,0.459675269506386,"no",0.230769230769231,"BLCA_LoF",0.000961307378034126,8322
"SAE1",346,3,0.0104760735766721,"no",-0.154040635005601,0.282277046978195,-0.608260970756123,0.273949119539023,259,2,0.48203029971107,"no",1.33333333333333,"",0.000841143955779861,8322
"SAFB2",333,2,0.0105976269068511,"no",-0.104797652951491,0.149733022077832,-0.101516912014055,0.0113781246269685,253,1,NA,NA,0.428571428571429,"",0.00408555635664504,8322
"CLOCK",331,3,0.0106175339008843,"no",-0.0323876118817234,0.132952842275057,-0.0285267069310352,0.0315171500108914,247,2,0.537349735772824,"no",1.33333333333333,"",0.00288392213410238,8322
"CCNK",330,2,0.0107631262726454,"no",-0.718535918969831,0.411666957511757,-1.28476405646275,0.172055890359875,246,0,NA,NA,1,"",0.00168228791155972,8322
"NLE1",342,2,0.0107704334939754,"no",-0.627138875695476,0.407636115022853,-0.651956055324094,0.171368194423325,253,1,NA,NA,0.428571428571429,"",0.000480653689017063,8322
"ZBTB7C",311,12,0.010795410864896,"no",-0.0248235303956662,0.188010060331509,-0.0863217112035086,0.128154277369364,234,9,0.127682910949498,"no",3.5,"",0.00432588320115357,8322
"MRPL45",337,2,0.0114733615815432,"no",-0.266246658156903,0.243614203064535,-0.52195996267608,0.0235396247830171,254,0,NA,NA,0.6,"",0.00144196106705119,8322
"ABCC5",311,5,0.0114756630211822,"no",-0.0856576717125202,0.1518004069044,-0.192214186621112,0.134911678477555,238,3,0.701251068748349,"no",0.375,"",0.00444604662340783,8322
"BHMT",343,2,0.0118937052781388,"no",-0.0010037039326639,0.154527205763186,0.113186609174085,0.014643381713405,263,0,NA,NA,0.75,"",0.000720980533525595,8322
"CIC",301,13,0.0120079360618395,"no",0.0510952260302419,0.188814509022306,-0.0464880149194405,0.175609607207253,234,10,0.348202074912679,"no",1.15,"LGG_LoF,LUAD_LoF",0.0156212448930546,8322
"PSAT1",339,2,0.0120310308804338,"no",-0.198415716800836,0.265782109304295,-0.255858737228514,0.193121935877974,259,1,NA,NA,2,"",0.000961307378034126,8322
"TCF7L2",337,10,0.0120511705691923,"no",-0.0400274180156685,0.21928398783428,-0.240700343137086,0.437549221132758,255,5,0.062366508912354,"no",1.71428571428571,"COREAD_Act,UCEC_Act",0.0042057197788993,8322
"INO80B",356,2,0.0123103421055999,"no",0.0450805478098866,0.235449036478814,0.102582648760029,0.0687321881871469,268,0,NA,NA,0.75,"",0.00132179764479692,8322
"SKIV2L2",337,6,0.012703307040857,"no",-0.757376453757978,0.289699104138378,-0.948602955335337,0.417122230045111,0,0,NA,NA,3.5,"",0.00372506608988224,8322
"CYC1",300,4,0.0127041648091351,"no",-0.163532067449558,0.213456958748708,-0.240628912007289,0.0805833599737455,224,2,0.468180609817201,"no",1,"",0.00252343186733958,8322
"STARD6",328,3,0.0127139980497962,"no",0.143977455248007,0.152450432486254,0.0107773252985219,0.277605131982855,247,2,0.329713245753343,"no",2,"",0.00132179764479692,8322
"KIF6",330,6,0.012925345134301,"no",-0.0226236477824396,0.13867863429954,-0.0533831688041403,0.028186487853648,246,6,0.465975576487803,"no",0.875,"",0.00396539293439077,8322
"SMARCD1",349,2,0.0129994355930592,"no",0.0288462140344066,0.197134860364342,-0.219218386439977,0.0239851262588349,263,1,NA,NA,1,"BRCA_ambiguous",0.00168228791155972,8322
"SPI1",346,3,0.0130733794854918,"no",0.073489583986794,0.149068636055304,-0.833719898353675,0.590055549875649,258,2,0.168434922033222,"no",2,"",0.000841143955779861,8322
"NRF1",337,2,0.0131280171657908,"no",-0.165638117584286,0.187188677870077,-0.39274227722056,0.0785813756750909,254,1,NA,NA,0.428571428571429,"",0.000961307378034126,8322
"MAP2K3",330,2,0.0132130892191504,"no",0.0416374587600553,0.161983525246817,-0.0730358935670759,0.0438439854476281,249,1,NA,NA,0.428571428571429,"",0.00288392213410238,8322
"SETD8",351,2,0.0133802330589542,"no",NA,NA,NA,NA,0,0,NA,NA,0.5,"",0.000720980533525595,8322
"CES2",341,2,0.013408054190744,"no",0.0358963704280764,0.127383377012974,-0.0632523638550822,0.0851163925606478,256,1,NA,NA,1,"",0.00180245133381399,8322
"UBA3",335,3,0.0137843307942095,"no",-0.392137796909691,0.331925768660722,-0.692340691229665,0.0297195974740305,250,3,0.474029753617792,"no",1.66666666666667,"",0.00156212448930546,8322
"OPA1",302,7,0.0139700163004718,"no",-0.199482128633052,0.237132705012857,-0.46738779251292,0.424404411834326,232,3,0.472119223754134,"no",2,"",0.00264359528959385,8322
"TJP1",324,7,0.0139774566235929,"no",0.031803004779805,0.181092240987769,0.0652102141315292,0.26142416807388,245,3,0.754377287229561,"no",0.666666666666667,"",0.00708964191300168,8322
"BMPR2",306,15,0.0141105000701556,"no",0.0462700587156731,0.149501366130498,-0.0603825251281741,0.28035382790253,237,7,0.101311110148655,"no",2.22222222222222,"ST_LoF",0.00829127613554434,8322
"DDX24",331,2,0.0142078714425687,"no",-0.348145222960933,0.361819450975226,-0.725016567304372,0.152534216727491,247,1,NA,NA,0.6,"",0.00264359528959385,8322
"CANX",331,5,0.014474881635212,"no",0.0090555947917647,0.140663631628423,-0.0392715540038558,0.237030270061338,252,3,0.53634989157834,"no",1.4,"",0.00216294160057678,8322
"MCF2L2",313,5,0.0145897316816832,"no",-0.0762285124536669,0.195555730853753,-0.0754127406649629,0.132759848446066,241,4,0.930774647063544,"no",0.545454545454545,"",0.00552751742369623,8322
"DPP9",339,3,0.0151160212923053,"no",-0.0089995038976608,0.176161236593154,-0.148294477179632,0.141479697792122,259,2,0.737575195407671,"no",0.5,"",0.00180245133381399,8322
"WDR55",350,2,0.0151964888999915,"no",-0.0998640643831395,0.291411794284731,-0.40919428114059,0.033041018164702,262,1,NA,NA,1.33333333333333,"",0.00372506608988224,8322
"BTN3A3",334,4,0.0156789588562105,"no",0.0734085733573182,0.253871122228003,-0.104224993762879,0.286431299219328,257,3,0.66506042397876,"no",0.555555555555556,"",0.00180245133381399,8322
"DCLK1",331,3,0.015748338473256,"no",-0.134219439305009,0.202970292385095,-0.108073268955438,0.121236482766353,250,3,0.821914532255813,"no",0.4,"",0.00360490266762797,8322
"ENO3",337,3,0.0161300292268715,"no",0.0273959742035099,0.1477645051428,0.100489057302692,0.268781015097512,259,1,NA,NA,0.666666666666667,"",0.00228310502283105,8322
"P2RY11",338,4,0.016388446802075,"no",0.0860081113399441,0.245973702392537,0.125941792235993,0.194178642551041,257,1,NA,NA,1.25,"",0,8322
"CIT",313,10,0.016477623977327,"no",-0.281493508207194,0.362938861217043,-0.478484009940363,0.557876594285881,242,6,0.448270480187402,"no",0.611111111111111,"",0.00396539293439077,8322
"MTHFD1",344,2,0.0169185872135732,"no",-0.0700496189888313,0.221054463350989,-0.464233541484387,0.0457468149975955,259,1,NA,NA,0.6,"",0.00252343186733958,8322
"ABCA6",304,11,0.0169827864307193,"no",0.00339616519421934,0.140687994692698,-0.0833819619590526,0.142325482546213,233,5,0.22342232924667,"no",1.2,"",0.00745013217976448,8322
"VPRBP",340,3,0.0171186994619813,"no",NA,NA,NA,NA,0,0,NA,NA,0.571428571428571,"",0.00276375871184811,8322
"FZD7",337,2,0.0171475149371461,"no",0.0305138143710259,0.184528939814332,-0.0308627621091438,0.121282700219317,253,2,0.714629366540475,"no",1.5,"",0.000841143955779861,8322
"SERPINI2",313,5,0.0171945615285873,"no",-0.0136569434409958,0.170129729646529,-0.202756092508904,0.138167754682801,237,3,0.590881083248398,"no",1.5,"",0.00348473924537371,8322
"FSHR",338,3,0.0173573967594191,"no",-0.116497846036995,0.258664828715225,-0.249538547243907,0.115350451641985,255,4,0.669096120043644,"no",0.75,"",0.00444604662340783,8322
"ACIN1",332,3,0.0174980238408622,"no",-0.257916024350273,0.281086840140129,-0.428455611787239,0.122738558599381,252,1,NA,NA,1.33333333333333,"",0.00480653689017063,8322
"AAMP",349,5,0.0175113102773561,"no",-0.44287842974982,0.406777060705379,-0.706071910645474,0.690374919533495,262,2,0.577391820454242,"no",3,"",0.00192261475606825,8322
"TAS1R3",319,3,0.0175734656498619,"no",0.0431960782547323,0.165876299677048,-0.00746994389857467,0.0570195770755838,245,4,0.583554652404928,"no",0.625,"",0.00216294160057678,8322
"RIOK3",337,3,0.0178061603898708,"no",-0.0103387864008005,0.235982123785336,-0.238213356088709,0.203386845642155,255,1,NA,NA,2,"",0.00240326844508532,8322
"ARID3B",341,2,0.0181559832311769,"no",-0.225810236926625,0.268855495452526,-0.604870448181382,0.0776709698218965,260,1,NA,NA,0.6,"",0.000480653689017063,8322
"ANKS1A",338,2,0.018561457654908,"no",-0.0498987255411682,0.189672180385492,-0.196749948629657,0.10451909635772,261,1,NA,NA,0.375,"",0.00348473924537371,8322
"PPME1",342,2,0.0188033653963276,"no",-0.0294918740237334,0.162333438298344,-0.257151948556147,0.195755376981159,254,1,NA,NA,1.5,"",0.00108147080028839,8322
"SAFB",332,5,0.0192166804834075,"no",-0.109078601079969,0.224778953375323,-0.19276894951425,0.0953940673436815,252,3,0.21620891872047,"no",0.7,"",0.00324441240086518,8322
"PINK1",342,2,0.0192300782604993,"no",0.0366356223581748,0.145925449912959,-0.0381446760190648,0.121721184402032,259,1,NA,NA,0.375,"",0.000841143955779861,8322
"ADRB3",327,2,0.0192598595289853,"no",0.0153565050766878,0.235182298694114,-0.0273041466272406,0.0184238732979606,248,2,0.755564314875432,"no",0.75,"",0.000600817111271329,8322
"RGS12",324,6,0.01934148423072,"no",0.00759236099616531,0.158521470339602,-0.0361825321618369,0.270186515920353,242,4,0.723246331848383,"no",0.529411764705882,"",0.00600817111271329,8322
"FERMT1",333,3,0.0194041105019286,"no",-0.0188088387446746,0.144732035601272,-0.0782156854094087,0.297188952640322,251,0,NA,NA,1.33333333333333,"",0.00228310502283105,8322
"PLEKHH1",330,5,0.0200672963820628,"no",0.0334365807665064,0.104427327659578,0.0499667474859511,0.0460387008979804,252,2,0.729154792249138,"no",0.352941176470588,"",0.00216294160057678,8322
"BMPR1A",343,3,0.0202957790396132,"no",-0.0550484354932496,0.163475194208128,-0.388623223269163,0.373030257830773,258,2,0.151686408198808,"no",1,"COREAD_LoF,ST_LoF",0.00288392213410238,8322
"NOC2L",317,2,0.0203288730636337,"no",-0.316124442196928,0.260542969988351,-0.706451333177951,0.052490674487858,241,1,NA,NA,0.3,"",0.00156212448930546,8322
"RNFT1",340,2,0.0204359655702328,"no",-0.0061126210541062,0.137868805465287,0.00253678349913615,0.0215050663841357,257,2,0.210556439740124,"no",1,"",0.000720980533525595,8322
"SRCAP",308,12,0.0204687005042015,"no",-0.138881235480439,0.254689862952293,-0.199277189667158,0.169108574609473,234,6,0.451084478151515,"no",0.470588235294118,"",0.0109348714251382,8322
"IGF1",349,3,0.0205991427482664,"no",0.0501682870021497,0.122388612654166,-0.0197398698679398,0.159367575494766,266,1,NA,NA,1,"",0.000600817111271329,8322
"ARAP3",325,5,0.0206791104354374,"no",-0.0618465318771157,0.182225723231415,-0.290342780986138,0.279971809296298,248,2,0.0728824521854211,"no",0.4,"",0.00552751742369623,8322
"COL8A2",338,8,0.0207799557853118,"no",0.0270558354473501,0.17426480815146,-0.0540765593981394,0.150717660163369,254,5,0.534422320887288,"no",1.28571428571429,"",0.00132179764479692,8322
"UPF2",326,6,0.020997313363624,"no",-0.180631204817696,0.213071779484965,-0.264974785013934,0.13727709938466,248,4,0.459957838820529,"no",1.4,"",0.0042057197788993,8322
"ZDHHC19",312,2,0.0211017982242109,"no",-0.146211989146782,0.201230137095766,-0.273190136269457,0.20714765000858,234,2,0.227059974423693,"no",1.5,"",0.00120163422254266,8322
"PTN",332,2,0.0213355937759807,"no",-0.0335945588154544,0.163963982847824,-0.433245372442238,0.280439455317367,251,2,0.275771243121212,"no",1.5,"",0.00276375871184811,8322
"MEPCE",319,5,0.0213467832293126,"no",-0.120387469463471,0.210948420191873,-0.352404178650784,0.321256599654871,242,0,NA,NA,1,"",0.00264359528959385,8322
"KDM2A",317,2,0.0213965608552283,"no",-0.0618803173250458,0.216231044046183,-0.297501076248693,0.125385136904816,233,1,NA,NA,0.3,"",0.00204277817832252,8322
"OR2L2",317,3,0.0214035298773169,"no",-0.000942592119713649,0.158935009948012,-0.0574819174569409,0.0555796280618948,237,2,0.343379605668068,"no",0.444444444444444,"",0.00156212448930546,8322
"POLE2",336,4,0.0215201357506274,"no",-0.654570335276095,0.407153340208513,-0.942484923867412,0.696200690676566,254,1,NA,NA,2.5,"",0.00108147080028839,8322
"EMILIN1",331,6,0.021736975241054,"no",0.0682739628529795,0.164606482705769,-0.027578483604667,0.0947398634652744,253,2,0.40804827248945,"no",0.5,"",0.00324441240086518,8322
"VHL",337,9,0.0218215954902565,"no",-0.0475040458169875,0.185993543389414,-0.114708604437711,0.116879406789728,253,9,0.940786714688682,"no",2.2,"RCCC_LoF,THYM_LoF",0.013578466714732,8322
"SLC34A2",342,2,0.0218392896745191,"no",0.0503770830691121,0.109599552715744,-0.138835268256391,0.228331531422752,257,2,0.578779112353398,"no",0.3,"",0.00156212448930546,8322
