"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","DeleteriousDnDs","intogen_gene_role","tcga_deleterious_mutation_frequency","tcga_nrSamplesInMutData"
"KANSL3",333,3,0.478334688671653,"no",-0.220194896100605,0.232075550561564,-0.0520166711844056,0.385591511540012,252,3,0.498478971044621,"no",0.833333333333333,"",0.00144196106705119,8322
"KIF4B",325,3,0.478954003010629,"no",-0.0126139160529964,0.175388543911935,-0.0290478550761151,0.158696807074368,247,1,NA,NA,0.333333333333333,"",0.00288392213410238,8322
"EXOC2",324,3,0.479287883637333,"no",-0.0691348320554484,0.150228708835598,-0.00332609815238176,0.0710021134439351,249,2,0.478229914146387,"no",0.8,"",0.00324441240086518,8322
"ARHGAP21",324,4,0.48020404505909,"no",-0.0606840022737547,0.140465196692487,-0.0891275120120538,0.166344312995149,252,1,NA,NA,0.625,"",0.00841143955779861,8322
"PHF19",347,4,0.480335360587274,"no",-0.235070594909497,0.279666765864164,-0.238454748507836,0.14626748536839,261,1,NA,NA,1.25,"",0.000720980533525595,8322
"NEK3",338,5,0.480393799226781,"no",0.0627550600405867,0.142735071161111,0.0177026385382339,0.171721954735183,253,5,0.676830926771065,"no",2.33333333333333,"",0.000961307378034126,8322
"MFGE8",339,2,0.480527098021755,"no",-0.0524716603137349,0.165962783003194,-0.0391779289009362,0.0706658723725428,255,2,0.422929926333664,"no",1.5,"",0.000841143955779861,8322
"MCM6",337,4,0.481215620324548,"no",-0.745117577102263,0.385066599815862,-0.77966857039549,0.369543942128004,257,2,0.457044846657066,"no",0.714285714285714,"",0.00276375871184811,8322
"VPS4B",322,5,0.481410994642705,"no",-0.220868690852727,0.216576847125605,-0.153971546329879,0.229072738958596,243,4,0.838205910293219,"no",3,"",0.00156212448930546,8322
"DNMT3L",340,2,0.481487523999291,"no",-0.049219409902484,0.204570257182834,-0.265191871212487,0.043655395912972,255,2,0.430982268981824,"no",0.6,"",0.000961307378034126,8322
"ORC5",328,4,0.482012942195622,"no",-0.0240750066075025,0.150762531405141,-0.0730437215615694,0.0639141425127084,248,1,NA,NA,5,"",0.00204277817832252,8322
"CAMK2G",346,2,0.482433357679396,"no",-0.0226512846714649,0.171334007683022,-0.0818752831475391,0.128314182113839,263,1,NA,NA,0.3,"",0.00144196106705119,8322
"CLCA2",330,5,0.482541089823434,"no",-0.00668948623093299,0.180568558928006,0.0643704634858484,0.0340435729352169,249,4,0.791324687982872,"no",0.75,"",0.00324441240086518,8322
"MET",311,6,0.482999294158218,"no",0.0736816677947901,0.102099490386221,0.0985602658129636,0.0730478134374383,239,4,0.615331706195844,"no",1.14285714285714,"LGG_Act,RCCC_Act,RPC_Act",0.00516702715693343,8322
"FOXC1",327,8,0.483469036525901,"no",0.0177874221741162,0.188089288902858,0.0134619930278252,0.079698239284172,251,6,0.561754244610161,"no",1.8,"",0.000240326844508532,8322
"ADAR",319,3,0.483921808661057,"no",-0.146688355330498,0.342290172135934,-0.25716531628666,0.240091935896937,239,0,NA,NA,0.666666666666667,"",0.00216294160057678,8322
"TP53BP2",324,5,0.484016911736649,"no",NA,NA,NA,NA,242,3,0.657388343292964,"no",0.777777777777778,"",0.00564768084595049,8322
"CAMK4",331,6,0.484035995247482,"no",0.0365433727126792,0.123045890784639,0.0766944424781841,0.146641275431116,257,4,0.623884092214359,"no",1.75,"",0.00216294160057678,8322
"COL3A1",293,16,0.484129581477192,"no",0.033394756158429,0.125250444261247,0.0772170265460392,0.0992031256410718,225,10,0.597877137823192,"no",1.13333333333333,"",0.00732996875751021,8322
"ARHGEF5",280,7,0.484234269833833,"no",0.0204612142336277,0.188663197207556,-0.0316450168715244,0.301282656415832,207,6,0.50638321632396,"no",1.25,"",0.00324441240086518,8322
"DIMT1",351,3,0.484271711142749,"no",-0.474070752230754,0.248738971494191,-0.468452145722311,0.0976188283676525,263,3,0.435585148315059,"no",2,"",0.000961307378034126,8322
"MDM2",337,4,0.484452360922002,"no",0.14259238920779,0.336170956360993,0.178980112452808,0.1070250154117,257,2,0.657230601432737,"no",5,"LEIS_Act",0.00132179764479692,8322
"PEX6",333,4,0.484526738621846,"no",-0.0921848910999444,0.233951470235143,-0.0449553946529942,0.169149354919684,250,3,0.540239758960685,"no",0.416666666666667,"",0.00168228791155972,8322
"TIAM1",311,9,0.484762476719957,"no",0.0357009909517867,0.138986954649637,-0.0251364534506359,0.129366047331214,244,5,0.510601867196167,"no",0.588235294117647,"",0.00552751742369623,8322
"LPAR3",330,5,0.484838969828586,"no",0.0197012018018153,0.140701641085438,-0.0294926127564789,0.105235785164807,248,3,0.474628262180125,"no",0.857142857142857,"",0.00108147080028839,8322
"NR2C2",347,5,0.484967727198259,"no",-0.0276189629897511,0.135001153961471,0.0048335938008337,0.103584788782892,261,3,0.986525401076356,"no",1,"",0.00144196106705119,8322
"ACAD11",328,2,0.485566665530764,"no",0.0585159090276811,0.190032580084208,0.097975145067477,0.319797995719598,250,1,NA,NA,0.428571428571429,"",0.00288392213410238,8322
"ADAMTS10",336,4,0.486175242577742,"no",-0.0552708373169434,0.154634799766894,-0.140094847462028,0.0895220316598477,255,2,0.75035407529886,"no",0.3125,"",0.00300408555635664,8322
"AVPR1A",338,3,0.486444741714996,"no",-0.0527243039668663,0.164669075989684,0.0200644752710167,0.0508574585759264,253,2,0.821140807581757,"no",0.714285714285714,"",0.00216294160057678,8322
"PNPLA7",330,5,0.486867655939477,"no",0.0654970435894974,0.1368418430639,0.0235985373695331,0.101487211518698,251,2,0.553173341477621,"no",1.2,"",0.00300408555635664,8322
"IFNGR2",343,4,0.487087556601878,"no",-0.0859411925398089,0.201170501423568,-0.0563572923354273,0.162607182776676,256,3,0.494181966410425,"no",1.25,"",0.00156212448930546,8322
"GTF2E1",336,9,0.487322075125575,"no",-0.229084972749957,0.27346927910491,-0.1843445846393,0.162783952470775,254,6,0.484501140177163,"no",10,"",0.00108147080028839,8322
"ANKRD36",295,17,0.487410910488966,"no",0.0470391846159229,0.162578415234126,-0.0277836212172877,0.202926168331402,0,0,NA,NA,1.63636363636364,"",0.00660898822398462,8322
"SDHD",341,2,0.487830696637305,"no",-0.0455684734251773,0.138605428249306,-0.156229245640939,0.08299843669359,253,1,NA,NA,3,"",0.000120163422254266,8322
"MAMSTR",347,3,0.48805498818162,"no",0.0301067858726028,0.158584922313843,0.000509926664756315,0.324734899655032,260,3,0.523638773392727,"no",2.66666666666667,"",0.00108147080028839,8322
"CSMD1",230,20,0.488218690273261,"no",-0.176467354294213,0.212726449806562,-0.109820178623571,0.162266280216739,178,16,0.644676297772368,"no",0.338709677419355,"",0.0162220620043259,8322
"C8G",344,3,0.488235797213068,"no",0.0470768986978126,0.229472598863485,-0.0174768210869393,0.240758557940216,260,2,0.859611813477254,"no",2,"",0.000360490266762797,8322
"IRAK3",340,2,0.488265488000498,"no",-0.0699642177324432,0.147072788722468,-0.190767260864745,0.285916686109347,260,1,NA,NA,0.6,"",0.00288392213410238,8322
"ZCWPW1",332,2,0.488277743527369,"no",-0.0253311719339197,0.163634693362476,-0.0582349210985977,0.0522836664296313,251,0,NA,NA,0.428571428571429,"",0.00264359528959385,8322
"PTPDC1",335,3,0.488412534467645,"no",-0.0427795713997969,0.183883784246734,0.248428303518779,0.180456153724238,256,2,0.288404421134967,"no",0.666666666666667,"",0.00252343186733958,8322
"DMGDH",334,3,0.488522374879476,"no",-0.073176498173023,0.209632607277789,0.00212086668191264,0.199021216485225,256,3,0.699867362390453,"no",0.714285714285714,"",0.00216294160057678,8322
"TPH1",345,2,0.488524684430548,"no",0.067008224983455,0.126419733443536,0.0333074682314061,0.0525629946987596,258,2,0.053882972635766,"no",0.6,"",0.00216294160057678,8322
"IKZF4",343,3,0.488535769093016,"no",-0.0233180320449035,0.178921213891823,-0.0658287913245956,0.297473333725314,262,0,NA,NA,0.8,"",0.00108147080028839,8322
"SSTR1",337,3,0.488748165797829,"no",-0.0170589651104638,0.188981536877171,0.0113640569493299,0.0306050073222926,256,1,NA,NA,0.444444444444444,"",0.000841143955779861,8322
"CDH2",315,4,0.488862646217358,"no",0.0117500773689132,0.162195558942891,-0.0393863565046077,0.0931097695941966,241,2,0.911038689872683,"no",0.5,"",0.00288392213410238,8322
"FRMPD2",314,4,0.488881152854535,"no",NA,NA,NA,NA,235,4,0.96612417293912,"no",0.545454545454545,"",0.0049267003124249,8322
"ADCY4",333,4,0.48901930587009,"no",-0.0908494439077211,0.178600132442978,-0.166151898236091,0.124602404281505,252,2,0.351468281040983,"no",0.555555555555556,"",0.00252343186733958,8322
"LRIT2",332,4,0.49039263743389,"no",0.0673241322175577,0.186519216626082,0.111231331636452,0.0571402480804172,253,3,0.414890700628305,"no",0.857142857142857,"",0.00168228791155972,8322
"SPECC1",318,9,0.490470760525578,"no",-0.0591852589873264,0.205291171172515,-0.107957939520085,0.150570205920901,242,5,0.152106561496979,"no",1.57142857142857,"",0.0091324200913242,8322
"NOTCH1",306,9,0.491264540096231,"no",0.00535868384617991,0.15952409444699,-0.0257546878166941,0.219455320575329,229,6,0.665288770601177,"no",0.342105263157895,"ALL_ambiguous,CESC_ambiguous,CLL_ambiguous,DLBCL_ambiguous,ESCA_ambiguous,HNSC_ambiguous,LGG_ambiguous,LUSC_ambiguous,MBL_ambiguous,MGCT_ambiguous,NSCLC_ambiguous,OV_ambiguous,SBCC_ambiguous,SCLC_ambiguous,SG_ambiguous,SSCC_ambiguous,UCEC_ambiguous,VV_ambiguous",0.0138187935592406,8322
"IKZF2",344,2,0.492313522357673,"no",-0.0416285429677885,0.1504726362369,-0.0018309352028712,0.000717755357979805,258,2,0.422519531241778,"no",0.6,"",0.00264359528959385,8322
"FUS",351,2,0.492382033852697,"no",-0.136490847139931,0.249541796000592,-0.0057847595065462,0.0645259466946981,262,3,0.502928156847618,"no",0.4,"",0.00180245133381399,8322
"ZMYM2",319,10,0.493186189580367,"no",-0.164070544182086,0.197628051050635,-0.153294741121176,0.261489689145781,242,8,0.140725037246226,"no",1.57142857142857,"",0.00769045902427301,8322
"TFRC",311,2,0.493658913957924,"no",-0.567617188414335,0.620166450313709,-0.520882373978674,0.314933124017419,233,1,NA,NA,1,"",0.000961307378034126,8322
"GPR18",327,2,0.493826098588505,"no",0.0292342282901134,0.138401084096425,0.0171410289270795,0.0877584027397715,248,0,NA,NA,1.5,"",0.00168228791155972,8322
"TFEB",346,3,0.494605837149898,"no",-0.322235298948915,0.224240069375117,-0.323926585089395,0.0539897443505315,258,3,0.305359812153036,"no",0.5,"",0.000841143955779861,8322
"PGBD5",328,2,0.495006645777254,"no",0.0732902324565425,0.136408208449566,0.0525385383637001,0.0637775118124238,0,0,NA,NA,0.75,"",0.00204277817832252,8322
"KDM1B",336,3,0.496273028065169,"no",0.0509007661676258,0.159883269630436,0.0359371366107832,0.152788759191586,254,2,0.563694360117902,"no",1,"",0.00252343186733958,8322
"ALDH3B2",318,3,0.497121601109488,"no",0.0011460279190521,0.195244504021593,0.0495796011655601,0.0709117394860043,239,2,0.475396813297423,"no",0.666666666666667,"",0.000600817111271329,8322
"ECHDC1",339,6,0.497135060160774,"no",-0.0219160733300351,0.148319428320394,-0.0740735454925338,0.157663374907427,257,5,0.108005231841256,"no",2.33333333333333,"",0.00192261475606825,8322
"PROKR1",338,2,0.497242272991794,"no",0.0226572992368603,0.15404665238672,0.0429186010316911,0.078016074535383,256,1,NA,NA,1.5,"",0.000720980533525595,8322
"LPP",311,3,0.497354479468536,"no",-0.0527995041402372,0.191469555319664,-0.0554978326195663,0.154447713302763,239,2,0.472010782151056,"no",0.4,"HNSC_Act,UCS_Act",0.00144196106705119,8322
"RHOA",334,2,0.497575659024754,"no",0.0286211435163554,0.290671644851286,0.0381260307724627,0.0862368912007993,249,2,0.396264090900044,"no",1.5,"BLCA_Act,BLY_Act,DLBCL_Act,HNSC_Act,LY_Act,NHLY_Act,PRAD_Act,ST_Act",0.00120163422254266,8322
"RNF31",346,3,0.497864611575173,"no",-0.052004576583183,0.1463048689504,-0.00668901923461271,0.029758186385382,260,1,NA,NA,0.571428571428571,"",0.00300408555635664,8322
"TNFSF10",321,2,0.497957037718621,"no",-0.379262006114388,0.287889509008939,-0.439123184732596,0.222452555862046,244,2,0.602195789479051,"no",1,"",0.00108147080028839,8322
"CFH",281,12,0.498271093850627,"no",-0.0153184390612135,0.151907851303218,0.0349070785249436,0.0843435182416782,213,8,0.542964571937303,"no",1.16666666666667,"",0.00672915164623888,8322
"AK5",329,2,0.498424971232174,"no",0.0262847422611613,0.118126584841998,-0.0574316468926166,0.10159980766802,248,1,NA,NA,0.375,"",0.00264359528959385,8322
"AIRE",340,4,0.498720380093856,"no",-0.00855928724904712,0.172535738516704,-0.0832843084047358,0.189352263754924,255,3,0.57122457971126,"no",1,"",0.000961307378034126,8322
"CAND1",327,5,0.498865774070371,"no",-0.218853421770148,0.286148793208995,-0.144570382288295,0.148879077335699,249,3,0.491206181938952,"no",0.857142857142857,"",0.0045662100456621,8322
"TIE1",326,8,0.499198995638735,"no",-0.119897161288788,0.183965403833217,-0.0622282350095315,0.0959693256050319,251,4,0.801343614538791,"no",0.5625,"",0.00432588320115357,8322
"ATP13A1",321,2,0.499215635078504,"no",0.0771914660226218,0.14259548870278,0.00065331294976315,0.0321534949634977,239,1,NA,NA,0.1875,"",0.00168228791155972,8322
"C12orf5",336,3,0.499638782378804,"no",NA,NA,NA,NA,0,0,NA,NA,4,"",0.000720980533525595,8322
"VAV1",339,3,0.500160629538149,"no",0.0785327426487998,0.139019248005377,0.068811609378473,0.0458247685414026,257,1,NA,NA,0.4,"PAAD_Act",0.00288392213410238,8322
"RPS6KA4",337,2,0.500386944749657,"no",0.049008318277963,0.183486473579456,0.231083665890033,0.0208879954030885,253,1,NA,NA,0.3,"",0.00120163422254266,8322
"PVR",343,2,0.500606829450255,"no",-0.0133991143606145,0.164340166800403,0.0863426766385992,0.0316502060698289,263,1,NA,NA,0.75,"",0.000600817111271329,8322
"STRN",341,2,0.500708869391369,"no",-0.02509210549503,0.187615033635988,-0.0355375829073628,0.0026351844536181,254,1,NA,NA,0.375,"PRAD_ambiguous",0.00204277817832252,8322
"RNF111",335,7,0.50127614493122,"no",0.0467732019325762,0.142356509200476,0.0542113355177006,0.116674328164664,252,6,0.382504341879537,"no",1.14285714285714,"",0.00720980533525595,8322
"MAP3K6",328,4,0.501369597632389,"no",-0.0384398659462853,0.169239769301653,-0.0143768567289519,0.144701356475403,246,3,0.145058285203105,"no",0.777777777777778,"",0.00276375871184811,8322
"BAZ1A",331,4,0.501597748497597,"no",0.0182499516166704,0.185080059746479,0.046047208294698,0.254081098420147,249,2,0.810167727401297,"no",1,"",0.00648882480173035,8322
"DNAJC1",337,5,0.502277379027568,"no",0.0151159313415683,0.152528068108162,-0.0226766491164742,0.03612675412916,255,3,0.365539423246341,"no",1.5,"",0.00408555635664504,8322
"GRIN1",334,2,0.50246179950234,"no",-0.0297446040094738,0.221376009192705,-0.0369182536924867,0.0718237098048663,256,0,NA,NA,1.33333333333333,"",0.00144196106705119,8322
"CYP2S1",341,3,0.503052368881411,"no",0.0267462408667958,0.204596230053297,-0.00869439009932365,0.064641069107414,260,1,NA,NA,1,"",0.000720980533525595,8322
"CDC7",334,3,0.504249306746356,"no",-0.509275322779501,0.453163276929427,-0.812783667733591,0.416168594005249,246,2,0.502101966628273,"no",0.8,"",0.00336457582311944,8322
"RAET1L",342,3,0.50476414236484,"no",NA,NA,NA,NA,261,1,NA,NA,1,"",0.000480653689017063,8322
"ATF5",354,2,0.504992882825402,"no",-0.0188895750190221,0.163237105794079,-0.00057476278027755,0.0461193143405441,266,0,NA,NA,1.5,"",0.00252343186733958,8322
"PPM1G",344,3,0.505145949237845,"no",-0.01911860856999,0.152392089684094,0.0226106315455268,0.0298860975222109,258,2,0.334711348977256,"no",1.33333333333333,"",0.00132179764479692,8322
"REL",336,3,0.50642436164804,"no",0.0279277944413553,0.126613744348192,-0.000778159930254218,0.0527208286616951,253,2,0.524106926399614,"no",1.33333333333333,"",0.00192261475606825,8322
"USP10",343,2,0.506561751944896,"no",-0.0446688081326704,0.156391380744573,-0.0615538735686849,0.0216163840968587,258,0,NA,NA,0.375,"",0.00276375871184811,8322
"CD22",328,3,0.506649209548052,"no",-0.0493718694466186,0.168206444934009,-0.0555589714371843,0.154470110278255,253,1,NA,NA,0.571428571428571,"",0.00276375871184811,8322
"UBAC2",323,3,0.506776923466338,"no",-0.00298276041404106,0.153626217274704,-0.122472821865998,0.131767325454519,243,2,0.180099573669048,"no",1,"",0.000480653689017063,8322
"GPR37",320,3,0.5071653267751,"no",-0.0345811967863626,0.152620609644649,-0.0259117867483026,0.195320899206061,239,1,NA,NA,0.666666666666667,"",0.00204277817832252,8322
"RFX5",318,5,0.507270820550912,"no",-0.0958100168128594,0.240681814662035,0.0695148474177482,0.0443511198774418,238,4,0.556571676389277,"no",1.33333333333333,"",0.00384522951213651,8322
"IRS2",300,4,0.50760849046029,"no",0.0579722933662895,0.133467090706716,0.0646837910556012,0.130844961101383,230,2,0.659178007297771,"no",0.277777777777778,"",0.00108147080028839,8322
"DNAJC2",327,4,0.507943765159547,"no",-0.0726708250299526,0.221129070145962,-0.217422427587998,0.212438742222659,247,1,NA,NA,1.25,"",0.00288392213410238,8322
"FZR1",335,6,0.508879827746503,"no",-0.148481828722059,0.226883086129434,-0.16547720374948,0.0993906254092134,256,3,0.713809967612879,"no",0.7,"",0.00132179764479692,8322
"SLIT3",314,6,0.508949286622435,"no",0.0450789272934783,0.150711003983832,-0.0465451847846873,0.154263157232038,240,1,NA,NA,0.473684210526316,"",0.0045662100456621,8322
"SEMA6D",319,4,0.509109631057075,"no",-0.0881836068353589,0.291247404168815,0.0035727696667449,0.115899429216407,242,2,0.533762557443809,"no",0.357142857142857,"",0.00504686373467916,8322
"MYO3A",313,6,0.509632963397137,"no",-0.0457512891381476,0.207179107386953,-0.0941856716745024,0.222688680002781,242,4,0.619530247328573,"no",0.368421052631579,"",0.0111751982696467,8322
"DDX6",335,3,0.51023879811177,"no",-0.336794894525697,0.293689211681772,-0.341549077590203,0.220037024601066,253,2,0.484240868066056,"no",2,"MBL_ambiguous",0.000961307378034126,8322
"DCT",323,5,0.510358356908074,"no",-0.239164868483901,0.289082220851683,-0.11580617205085,0.0465640941629174,244,3,0.319119573890704,"no",0.857142857142857,"",0.00408555635664504,8322
"PEX7",341,2,0.512337592776247,"no",0.00675752990363794,0.188441021740244,-0.02439498865463,0.141321036247206,258,1,NA,NA,3,"",0.000120163422254266,8322
"PHC1",327,2,0.512540748230802,"no",-0.0543700578446438,0.184987020908688,-0.0613907670764213,0.0757052634733437,246,1,NA,NA,0.428571428571429,"",0.00192261475606825,8322
"UTRN",303,12,0.512562627439565,"no",0.0131960068944265,0.199486513868441,0.00451507321817368,0.229244836133012,230,8,0.610060494770595,"no",0.62962962962963,"",0.0114155251141553,8322
"BLNK",339,5,0.512664958384282,"no",-0.0193403092507107,0.159887668506388,-0.0750817651650566,0.0793807043865023,261,3,0.392976077304031,"no",1.16666666666667,"",0.00156212448930546,8322
"CDC45",328,3,0.512744333516608,"no",-0.388709969302446,0.350842471574268,-0.452429956366431,0.275640918374732,246,1,NA,NA,1,"",0.00156212448930546,8322
"SIX3",348,3,0.513003691016519,"no",0.0489126913704799,0.186241230338275,-0.0447722540138431,0.044048266790827,263,1,NA,NA,0.666666666666667,"",0.000961307378034126,8322
"TOP3A",321,5,0.513999088241259,"no",0.0245881533936547,0.176504746354537,0.123390247566418,0.215574062241591,244,4,0.488776917933004,"no",1,"",0.00408555635664504,8322
"DYRK3",334,5,0.514128573376189,"no",-0.0471097438909645,0.20689140390734,-0.0518166982947975,0.111053774331949,250,1,NA,NA,1.2,"",0.00216294160057678,8322
"USP20",330,5,0.514776269097691,"no",0.0498214831053863,0.20805034368102,0.00712582197551807,0.203328078998321,250,4,0.772031338809987,"no",1,"",0.00156212448930546,8322
"COL6A3",293,10,0.514859427118697,"no",-0.104145731549447,0.199547792796233,-0.0629689957491568,0.225403086016362,222,5,0.172391424792828,"no",0.352941176470588,"",0.0109348714251382,8322
"GPR132",328,5,0.51528632389508,"no",-0.068182830722995,0.244075950723436,-0.20567633179025,0.090611658072266,241,3,0.265092230878933,"no",2,"",0.00120163422254266,8322
"ATRIP",337,2,0.515662094347228,"no",-0.141698847360229,0.179046070366541,-0.131305147144267,0.00314820323432952,255,2,0.515816706709494,"no",0.8,"",0.00276375871184811,8322
"TBC1D22A",330,4,0.515667122175164,"no",-0.0448677948402041,0.171878674905783,-0.0349831222366214,0.216131112107945,250,3,0.171927964678232,"no",0.714285714285714,"",0.00120163422254266,8322
"CSRNP3",342,2,0.516085808936964,"no",-0.00357664428889584,0.170254099133434,-0.0064953208816237,0.0303036465198723,254,1,NA,NA,0.6,"",0.00300408555635664,8322
"STK11IP",332,2,0.517183025088835,"no",-0.0885183599318649,0.202016232420675,-0.122416987949901,0.0269504514331165,249,1,NA,NA,0.176470588235294,"",0.00216294160057678,8322
"ELK4",337,2,0.517204593449613,"no",0.00818248961044181,0.127481679041429,-0.107997493217626,0.291145759964183,252,0,NA,NA,0.6,"",0.00156212448930546,8322
"PSIP1",315,4,0.517362842830433,"no",0.050596829710025,0.171684270525363,-0.0499032331985538,0.111801294306755,228,4,0.534906182658333,"no",0.714285714285714,"BLCA_Act",0.00564768084595049,8322
"TNFRSF1A",340,3,0.517370803277026,"no",0.00417664799559415,0.134191506656113,-0.0133979436152226,0.0682561266369544,254,3,0.594175760168288,"no",1.5,"",0.00108147080028839,8322
"NF2",331,15,0.517918134357245,"no",0.0428520359985059,0.233872864858417,0.0482665770924084,0.150748169226507,250,12,0.516568540914283,"no",1.7,"CESC_LoF,HC_LoF,HNSC_LoF,MESO_LoF,OV_LoF,PAAD_LoF,RCCC_LoF,RPC_LoF,SSCC_LoF",0.00672915164623888,8322
"MARK3",327,7,0.518164103639071,"no",-0.0603104111707668,0.149533447310849,-0.0707327112779176,0.0694766694151531,242,4,0.35022747949332,"no",1.28571428571429,"",0.00240326844508532,8322
"CD79A",344,3,0.518201716744793,"no",0.0312017292656804,0.137912659002754,-0.0208282617468867,0.163975878768321,262,2,0.48905328841977,"no",1,"",0.00216294160057678,8322
"AGTR1",332,2,0.518370130079323,"no",0.0275032543757501,0.169792854838632,0.230891501018384,0.0199328123086785,247,1,NA,NA,1.5,"",0.00216294160057678,8322
"SOX11",343,2,0.519283658819991,"no",0.0157581939906246,0.123644894043467,-0.09407656186748,0.0597351574946349,256,1,NA,NA,0.2,"",0.000600817111271329,8322
"KDM4D",327,2,0.5199067795027,"no",0.0591326311295569,0.17045209820814,-0.110458938474415,0.0609600329460398,247,1,NA,NA,0.6,"",0.00192261475606825,8322
"KCNG1",320,2,0.520204449215467,"no",0.0381003589962621,0.131940973094737,0.105644285702552,0.0113750964701979,243,2,0.593582345547316,"no",0.307692307692308,"",0.00144196106705119,8322
"ENPP3",336,6,0.520555870613854,"no",0.0391191878333587,0.136920938994832,0.0430220056317768,0.0492826413291213,255,5,0.379977135355962,"no",1.16666666666667,"",0.00372506608988224,8322
"DOPEY1",316,7,0.521814291738861,"no",-0.00171818816717484,0.174683734497376,0.0119256624851219,0.0702420701904329,244,4,0.0293493104775255,"no",0.75,"",0.00829127613554434,8322
"SLC6A15",332,6,0.521927794758972,"no",0.0222722848958815,0.166194339724047,0.0221768213525028,0.0740251912639121,251,4,0.301811276351938,"no",1.33333333333333,"",0.00384522951213651,8322
"MLST8",346,3,0.522437465917064,"no",-0.232987910736419,0.237519395043617,-0.136053809824626,0.0792096718307791,259,2,0.408651618061264,"no",4,"",0.00108147080028839,8322
"RABGAP1",341,10,0.523025171237846,"no",-0.00299356240868312,0.18873402089557,0.0372702989227281,0.151864232163781,257,5,0.280424071191203,"no",1.22222222222222,"",0.0049267003124249,8322
"CACNA1D",310,7,0.523768061092434,"no",0.002936102476184,0.172236257052214,0.0120466426698665,0.117680912206734,239,2,0.64077887118776,"no",0.421052631578947,"BRCA_ambiguous,GBM_ambiguous,HC_ambiguous,OV_ambiguous,ST_ambiguous",0.00684931506849315,8322
"WDR27",327,8,0.524000999630814,"no",0.0452450575856145,0.144914225525356,0.123618552428019,0.19933838942862,244,6,0.186719018981381,"no",1.125,"",0.000961307378034126,8322
"MYT1",301,6,0.524421639231634,"no",0.0214355934111681,0.154607254792468,0.0187147857466839,0.124020097423346,223,6,0.595314647675991,"no",0.388888888888889,"",0.00408555635664504,8322
"CLEC5A",332,6,0.524744944696097,"no",0.0251352462931658,0.156897889899791,0.089303218290844,0.175148511324396,250,3,0.627830746444066,"no",2.33333333333333,"",0.00120163422254266,8322
"DDX43",336,2,0.525238292409468,"no",-0.08957565462413,0.237398557984018,0.0970880279590695,0.233516697860078,255,0,NA,NA,0.6,"",0.00348473924537371,8322
"ARHGEF26",318,6,0.525705913274046,"no",0.148292300814573,0.141444461960935,0.181823747673135,0.0504212520836272,237,5,0.581992343158149,"no",0.615384615384615,"",0.00240326844508532,8322
"ELP3",336,2,0.525796934490791,"no",-0.393573391006894,0.333114673368761,-0.243166484734406,0.213605789213115,254,1,NA,NA,1.5,"",0.00192261475606825,8322
"CD226",319,2,0.525798243177902,"no",0.0591774536217985,0.174806152182862,0.066551186894375,0.09004094047214,243,2,0.556888040802327,"no",1.5,"",0.000841143955779861,8322
"PDE6C",338,8,0.525919508724537,"no",0.130827333859681,0.204559601170805,0.0553190615722779,0.192783097486569,256,6,0.254687193286565,"no",1.66666666666667,"",0.00396539293439077,8322
"SAR1A",351,3,0.526284138534971,"no",-0.0332285031580054,0.164501471635093,-0.0603963696732615,0.116206601287318,266,2,0.372689641469839,"no",4,"",0.000600817111271329,8322
"EP400",300,8,0.526992867348632,"no",-0.660621630510091,0.423913140229735,-0.653352313283071,0.376007815353793,224,7,0.456149887445054,"no",0.257142857142857,"",0.00757029560201875,8322
"APLNR",340,2,0.527202852784766,"no",-0.0145957164032335,0.177373519811418,0.290716824747975,0.0786557026467065,254,1,NA,NA,0.75,"",0.000841143955779861,8322
"PPP3CA",338,7,0.527251412990679,"no",-0.206730421202855,0.321884709203657,-0.243769206196613,0.431449484620211,255,6,0.604840412525814,"no",3,"ST_LoF",0.00228310502283105,8322
"PSEN2",332,2,0.527940756193983,"no",-0.0455060338212821,0.175332797801623,-0.0831441830150873,0.146525972213442,247,2,0.622998559907421,"no",1,"",0.00108147080028839,8322
"HSP90B1",348,4,0.52852753637084,"no",-0.208096046774582,0.234092326522417,-0.208321748508188,0.236633857962162,262,2,0.488710491197618,"no",1,"",0.00408555635664504,8322
"BIN1",337,2,0.528688422735435,"no",-0.120357966837472,0.165233813964263,-0.0181823452517981,0.0654444130551474,255,1,NA,NA,0.375,"",0.00144196106705119,8322
"SNAPC4",326,4,0.52909967860786,"no",0.0577351787862681,0.160403771433315,0.069545592021228,0.165319866991385,242,4,0.47381254814425,"no",0.384615384615385,"",0.00168228791155972,8322
"CERK",331,2,0.530344744712429,"no",-0.00505197488479778,0.195185647865768,-0.0616046915651712,0.0757191868210138,250,1,NA,NA,1.5,"",0.00180245133381399,8322
"PKNOX2",322,4,0.530505097782957,"no",0.0484097848172408,0.135489703101976,0.0764721663352964,0.0607351385046719,243,3,0.540381788348369,"no",1,"",0.00240326844508532,8322
"GINS1",341,2,0.531498270849966,"no",-0.203620830614164,0.266495729636198,-0.285128464334768,0.148247244313621,257,1,NA,NA,1.5,"",0.00132179764479692,8322
