"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","MissenseDnDs","intogen_gene_role","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"MED10",330,2,0.844661776787908,"no",-0.26289046377682,0.302456012681392,-0.200741618663966,0.126534796771263,245,1,NA,NA,3,"",0.00156212448930546,8322
"IRS1",323,24,0.844701963712398,"no",-0.0277932650578679,0.150556602946656,0.00458504213678126,0.133099577253888,244,18,0.812451116930013,"no",2.53846153846154,"",0.0169430425378515,8322
"ITGB3",335,10,0.844726304485329,"no",0.0540278812233454,0.160245083721073,0.0326106960969997,0.121994290597843,251,9,0.405796886062896,"no",2.33333333333333,"",0.013097813025715,8322
"TRIM27",337,9,0.844871599225978,"no",-0.115121729862,0.174779670023369,-0.140897838526666,0.225077731151616,258,5,0.322385864643709,"no",1.11111111111111,"",0.00745013217976448,8322
"C1orf56",324,3,0.844950185454102,"no",-0.0230078082768533,0.160352833968165,0.00162233642238384,0.0441424452091712,245,2,0.290490990085702,"no",2.5,"",0.00300408555635664,8322
"TSPAN4",339,6,0.844976447718514,"no",0.0462271006710266,0.178054351596792,0.114234671361706,0.0704348874040806,253,4,0.542717296317033,"no",2.33333333333333,"",0.00204277817832252,8322
"HIST1H1C",336,12,0.845030563083265,"no",-0.109638141504599,0.214519171751932,-0.173296966036033,0.12551455729898,257,8,0.457422979366697,"no",1.75,"",0.00781062244652728,8322
"UNK",322,13,0.845309601722738,"no",-0.00272787325547747,0.1760581945717,0.0129593344484025,0.2082631057469,248,10,0.446557129571385,"no",1.33333333333333,"",0.00745013217976448,8322
"LDHAL6B",340,6,0.845721576206798,"no",0.0609593322172129,0.152951877372227,0.100574363433765,0.181583926740756,256,4,0.306051569045568,"no",1.6,"",0.00624849795722182,8322
"IGF2BP3",320,8,0.845822572334011,"no",0.0451098916696103,0.175878800133593,0.0960872262015481,0.134337175117431,237,5,0.614450800374011,"no",1.11111111111111,"",0.00901225666906993,8322
"SIGLEC12",333,19,0.846031800827453,"no",-0.024998579532484,0.183075164644043,0.0174986511893202,0.134222348454055,255,11,0.634336004520326,"no",3.125,"",0.0157414083153088,8322
"GREB1",324,28,0.846498785369604,"no",0.0106425184629381,0.123257417453899,0.0370008844673406,0.167018985115594,245,17,0.537925835677563,"no",4,"",0.0296803652968037,8322
"HOXC10",351,3,0.847149298208695,"no",-0.0175920687640653,0.153007740443743,0.0616216541598258,0.0810283299328084,263,3,0.489142592730004,"no",1.66666666666667,"",0.00720980533525595,8322
"GPR139",341,11,0.847180512158956,"no",0.0745202330192763,0.133773895306191,0.11229485603578,0.130848302864567,259,6,0.344896904971561,"no",1,"",0.013578466714732,8322
"DNASE1",341,3,0.847181180813436,"no",-0.091172674389729,0.230233470823283,-0.091794213213387,0.0808064488983239,258,2,0.709309718274544,"no",2.5,"",0.00252343186733958,8322
"EAF2",336,9,0.84745453054142,"no",-0.00646663582658547,0.165283492804908,0.0723642704020981,0.140813564257846,258,3,0.647800168139114,"no",2.5,"",0.00384522951213651,8322
"GINS3",344,4,0.847489170047307,"no",-0.0687929459938756,0.174435424627605,0.0218143564663857,0.0250313094017506,260,4,0.490803759439208,"no",2,"",0.0042057197788993,8322
"GTF2IRD2B",347,2,0.847501929295419,"no",-0.0167407857464254,0.326485559367223,-0.0836270017172273,0.0609457242693408,0,0,NA,NA,1,"",0.0087719298245614,8322
"TRPC4",322,25,0.84774828105904,"no",-0.168773309057406,0.256586330481971,-0.174453687822861,0.224502106406291,245,16,0.514641625425118,"no",1.45454545454545,"",0.0287190579187695,8322
"LTC4S",341,2,0.847962116272276,"no",0.0523644399267985,0.208375350486185,-0.0578166375062465,0.162164538006879,257,2,0.604885512583081,"no",1.5,"",0.000240326844508532,8322
"TBC1D9",330,21,0.848165998644903,"no",0.0132981948704114,0.156397123901486,0.00988283430407334,0.121937722301736,253,15,0.654287445788145,"no",1.19047619047619,"",0.0175438596491228,8322
"C17orf82",342,3,0.848446791663081,"no",-0.0343724603024819,0.21464772107766,-0.0222001717547034,0.130691608668353,0,0,NA,NA,1,"",0,8322
"KLF1",344,6,0.848614269779084,"no",0.0350837651789447,0.165640522832632,0.121284459713769,0.205640196697624,257,5,0.317412427500061,"no",1.4,"",0.00204277817832252,8322
"RBPMS2",346,3,0.848637595601537,"no",0.0313249734601274,0.136298975450223,0.0387175476169142,0.147640737262689,258,4,0.616824085382408,"no",1.66666666666667,"",0.00312424897861091,8322
"FTO",337,11,0.848674865910785,"no",-0.0537995489369806,0.124874839831747,-0.0894772680220716,0.0764273259150197,253,9,0.46739729908927,"no",4.33333333333333,"",0.00793078586878154,8322
"ERCC8",348,5,0.848745444897086,"no",0.127012629619588,0.192870952472695,0.220432329895843,0.093307853546924,265,1,NA,NA,1.75,"",0.00240326844508532,8322
"TBX3",337,18,0.848803736889534,"no",0.0536386190359241,0.141705803842207,0.0526409975225429,0.0942063031724051,253,13,0.263202174230039,"no",2.09090909090909,"BRCA_LoF,COREAD_LoF,DLBCL_LoF,ESCA_LoF",0.013578466714732,8322
"ANKRD32",331,17,0.848808667888195,"no",NA,NA,NA,NA,0,0,NA,NA,2.375,"",0.0100937274693583,8322
"EBI3",347,2,0.848814300272808,"no",-0.0902782652483693,0.19533480207758,-0.0690451247497407,0.0205213047625576,264,2,0.689897100182387,"no",1.5,"",0.00324441240086518,8322
"ATF2",349,6,0.848859614418575,"no",0.0638345972202709,0.172689192567156,0.1271007471002,0.0946143953215966,259,4,0.544166384376603,"no",1.16666666666667,"",0.00684931506849315,8322
"RNF144B",336,6,0.848893555267237,"no",-0.00486872279233215,0.135151610133482,0.0326126135006976,0.126555048926833,254,4,0.778649651598255,"no",2.33333333333333,"",0.00312424897861091,8322
"HEPACAM2",316,15,0.848911749891496,"no",-0.0189087186901156,0.160055531122005,-0.0550752784055365,0.200753128029217,239,12,0.200768292663198,"no",2.42857142857143,"",0.0120163422254266,8322
"REST",330,12,0.848915564854182,"no",0.00136507467167236,0.196153742312798,0.0277705943904431,0.219581600483097,248,7,0.253784942556454,"no",2.6,"",0.0145397740927662,8322
"CLCN1",310,25,0.84919977291504,"no",0.0300709975424033,0.192382769707859,0.010522683056048,0.151572277518776,231,21,0.529370940399857,"no",3.22222222222222,"",0.0206681086277337,8322
"KMT2D",264,67,0.849345361049679,"no",-0.0668428009871574,0.265436657389891,-0.0549451164931941,0.262666398283045,202,47,0.767958827431125,"no",1.88679245283019,"ACY_LoF,ALL_LoF,AN_LoF,BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CLL_LoF,DLBCL_LoF,ESCA_LoF,GBM_LoF,HC_LoF,HGG_LoF,HNSC_LoF,LUSC_LoF,LY_LoF,MBL_LoF,MESO_LoF,NB_LoF,NHLY_LoF,NSCLC_LoF,OV_LoF,PAAD_LoF,PIA_LoF,PRAD_LoF,RCH_LoF,SBCC_LoF,SCLC_LoF,SSCC_LoF,ST_LoF,UCEC_LoF",0.057438115837539,8322
"KBTBD2",328,5,0.849356130191914,"no",0.0589775481523223,0.171706180652442,-0.00971637627084105,0.142237282986624,242,4,0.48620260135791,"no",2,"",0.00841143955779861,8322
"VANGL2",318,17,0.849401667188025,"no",-0.0971762495558947,0.275933506865637,0.0023833710466841,0.236574581114383,242,9,0.416701751512003,"no",3.16666666666667,"",0.013097813025715,8322
"ATF1",349,6,0.849536753904468,"no",-0.0948931663990356,0.195218720784417,-0.0389379522017926,0.0743955985374085,261,5,0.531808551401434,"no",1.75,"",0.00396539293439077,8322
"L3MBTL4",328,16,0.849798027980937,"no",-0.0722442752754488,0.193272156367389,-0.0900526232283756,0.188719956549934,246,12,0.62600877344301,"no",2,"",0.0142994472482576,8322
"PDCD1LG2",309,4,0.850101045713175,"no",-0.0409330829903136,0.180989972175225,-0.0536610198890011,0.0265913430380219,232,3,0.194223950069481,"no",6,"CM_Act",0.00312424897861091,8322
"ILF3",329,17,0.85034659540664,"no",-0.511698354507434,0.353432501498141,-0.408999251844925,0.476176781666407,249,10,0.510174525716499,"no",1.25,"",0.0111751982696467,8322
"ALG5",345,6,0.850367134376292,"no",-0.100042832711787,0.196935678177428,-0.102443851319984,0.0817346789566647,257,6,0.347990082475534,"no",3.5,"",0.00516702715693343,8322
"NCK2",345,9,0.850592634012187,"no",0.0226855233636265,0.118678502351097,0.000417660454293603,0.134430347955092,260,7,0.275979178519283,"no",1.375,"",0.00793078586878154,8322
"CYHR1",300,5,0.850603706177824,"no",0.00514088460221892,0.182971894214788,0.0594835789922657,0.096074685060714,225,3,0.445110810407589,"no",1.4,"",0.00312424897861091,8322
"SEMA3D",298,21,0.850846264527381,"no",0.0186435249018027,0.149019273686716,-0.0225929159296545,0.121759284049623,221,20,0.74343429911616,"no",3.25,"",0.0209084354722422,8322
"EDN1",341,2,0.85094421514014,"no",-0.0206404224180459,0.130494768741401,-0.12259825653726,0.0301905025767825,259,0,NA,NA,3,"",0.00360490266762797,8322
"ARHGAP29",322,17,0.851054791927548,"no",-0.0473449242284455,0.179570388246628,-0.0193731974442267,0.174391931288947,242,12,0.360927845439777,"no",2.25,"",0.0194664744051911,8322
"AKR1D1",333,7,0.85112925669129,"no",0.0163009386738484,0.151232269317173,0.0389653989309128,0.218885311491335,252,5,0.735030088559625,"no",4.5,"",0.00889209324681567,8322
"CAPZA2",330,4,0.851157769762334,"no",0.0495240436751243,0.145788274967739,0.0662858558728669,0.140528290249357,249,2,0.361248496251743,"no",1.25,"",0.00348473924537371,8322
"KLF15",346,6,0.851174849442846,"no",0.0433680851034445,0.139389896776657,0.0694103998004308,0.0841778492920699,260,4,0.0691029290864742,"no",1.75,"",0.00757029560201875,8322
"C1orf101",324,9,0.851299358056856,"no",NA,NA,NA,NA,0,0,NA,NA,1.42857142857143,"",0.0129776496034607,8322
"CDC25C",346,5,0.851317154261953,"no",-0.00993946012043607,0.166239003538771,0.0772802029113053,0.094293973990162,262,3,0.343369406502984,"no",1.4,"",0.00708964191300168,8322
"PDK4",317,7,0.851709024093842,"no",0.0662927478044918,0.145616840032435,0.158763992999374,0.19593851173076,242,3,0.757628329109134,"no",8,"",0.00732996875751021,8322
"SEC31A",331,18,0.851735741827505,"no",-0.0196296707787055,0.166141883616914,-0.0030152935073845,0.196274872194841,247,15,0.266808113209462,"no",2.22222222222222,"",0.0138187935592406,8322
"CYP19A1",335,8,0.851893777880349,"no",-0.00579440316192223,0.181170753760906,0.0468955056745251,0.0584305726847985,252,4,0.465781454361615,"no",2.25,"",0.00997356404710406,8322
"WDR87",305,35,0.852190585829103,"no",0.0452931595876084,0.147166385373581,0.024485750152099,0.208331749641217,234,23,0.408729574733004,"no",1.47368421052632,"",0.0183850036049027,8322
"TTC8",338,6,0.852347523540724,"no",-0.00137318304410841,0.184149816144196,-0.100308709596762,0.061295445569536,255,4,0.594945935517387,"no",2.25,"",0.00769045902427301,8322
"ALPK3",316,33,0.852668584943173,"no",0.0169688121676157,0.110076774976385,0.015666050393007,0.140709951533484,243,23,0.618015984048664,"no",2.44444444444444,"",0.0254746455179043,8322
"DUSP27",314,30,0.853003865007404,"no",0.0932240360944163,0.16179497421779,0.101508918673122,0.135011349035993,234,22,0.631134487715037,"no",1.66666666666667,"",0.0313626532083634,8322
"CREB3L1",351,5,0.853187823251502,"no",-0.00160840232548878,0.15330054875857,0.0589538152953492,0.0916191788392595,262,3,0.426381448887401,"no",1.5,"",0.00588800769045902,8322
"SLC45A3",336,7,0.853303171323682,"no",-0.114551408491339,0.204097509595339,-0.0826931553107615,0.0472302232203887,249,7,0.247712309602806,"no",1.11111111111111,"CM_LoF",0.00745013217976448,8322
"LEPREL1",324,9,0.853664939346857,"no",NA,NA,NA,NA,0,0,NA,NA,4,"",0,8322
"LEFTY1",341,4,0.853671423195538,"no",-0.0296039922548646,0.240765543078388,-0.149529548097667,0.150222363114575,254,2,0.294287447335886,"no",1,"",0.00468637346791637,8322
"WWTR1",339,3,0.853677993713666,"no",-0.120850247796654,0.3127335401591,0.0611495192617406,0.336863085455453,253,1,NA,NA,0.666666666666667,"",0.00396539293439077,8322
"SIGLEC10",339,11,0.853707758080782,"no",-0.034115060263497,0.176397859694595,0.0528248026465629,0.141574549665102,253,10,0.722912089804655,"no",1.44444444444444,"",0.0169430425378515,8322
"INPP5J",339,14,0.854013268362208,"no",0.0136718619061026,0.168386721978813,0.0500701113375481,0.086718445468268,258,8,0.743974936174358,"no",4,"",0.00853160298005287,8322
"CXCR6",342,4,0.854132013278723,"no",-0.135765226652765,0.37379951832868,-0.0460272633161117,0.233100882434619,260,3,0.626957628867403,"no",1,"",0.00480653689017063,8322
"POC1B",348,3,0.854320682437502,"no",0.0252444249403706,0.188826628748176,0.0372375749179994,0.0541935580695923,260,2,0.516340205394796,"no",1.33333333333333,"",0.0045662100456621,8322
"HES6",343,8,0.854462416572745,"no",0.0316830373308271,0.219754568584751,-0.0063133882133437,0.101593218241543,255,6,0.416320926575037,"no",2.25,"",0.000600817111271329,8322
"SERGEF",341,8,0.854767104901478,"no",-0.00922425345770033,0.192680624958395,0.0452602368149564,0.0954619473174303,255,6,0.0930803255732483,"no",3.33333333333333,"",0.00564768084595049,8322
"DLX1",349,5,0.854927262130521,"no",-0.0412490828895886,0.148220224978979,-0.0548452919091511,0.2778860245843,258,4,0.59197724351238,"no",3.5,"",0.00348473924537371,8322
"BHMT2",341,11,0.854943002296824,"no",-0.078765377633543,0.215955561135933,-0.00602657832633754,0.104976067990576,259,8,0.372692923247638,"no",4,"",0.00612833453496756,8322
"AMBRA1",337,16,0.855126084677245,"no",-0.138364809425351,0.23093062051694,-0.185191899907267,0.169307585761095,251,12,0.0112866339202556,"no",1.75,"",0.0174236962268685,8322
"PRKD2",336,14,0.855250422580384,"no",-0.212427366498434,0.296582207898252,-0.160247838507041,0.215616341786188,256,9,0.185344883292621,"no",1.2,"MM_ambiguous",0.0118961788031723,8322
"NRBP2",301,7,0.85557601019733,"no",0.0144931780222581,0.212145730631256,0.095218684372432,0.224134945875783,226,3,0.603118146004617,"no",1.33333333333333,"",0.00336457582311944,8322
"ERBB3",328,20,0.855656779361062,"no",-0.0508387947805818,0.168582660911674,-0.0134977855446569,0.062271559117172,252,13,0.481028871172592,"no",3.2,"BLCA_Act,BRCA_Act,CESC_Act,CH_Act,COREAD_Act,NB_Act,PRAD_Act,ST_Act,UCEC_Act,UCS_Act",0.0291997116077866,8322
"SULT2B1",344,9,0.855670719883658,"no",-0.0230200989712525,0.149227564433336,-0.0519139891517784,0.100945424818361,263,4,0.389181522688528,"no",2.5,"",0.00444604662340783,8322
"TBC1D10B",332,16,0.855713627892439,"no",-0.18312907540511,0.216233264457097,-0.126227959711034,0.2448709142533,250,12,0.34208963259984,"no",2.11111111111111,"",0.00504686373467916,8322
"CA3",331,3,0.855794931896061,"no",-0.0320838517771602,0.168662136797743,0.32998546308716,0.196489572490157,244,3,0.691416918992494,"no",0.714285714285714,"",0.00696947849074742,8322
"FBXW8",349,6,0.856161553337671,"no",0.00456319885002768,0.248519573005468,0.0443940452486854,0.127050994081318,260,5,0.463742257624034,"no",1.14285714285714,"",0.00672915164623888,8322
"TBC1D7",336,4,0.85642429866717,"no",-0.0465963726608587,0.184213291425029,0.0209346134886052,0.148777097897245,256,4,0.523916204554112,"no",3,"",0.00528719057918769,8322
"SFXN1",341,5,0.856624082210598,"no",0.0684520148210752,0.126828222297418,0.100659806935639,0.103462179658392,260,2,0.494415598317104,"no",1,"",0.0042057197788993,8322
"CELSR1",308,38,0.856767760045973,"no",0.0118551651878907,0.20786334993028,-0.0274257389803621,0.16782539875508,231,27,0.68539362245497,"no",1.61764705882353,"",0.0323239605863975,8322
"GAS6",315,11,0.856878096553319,"no",-0.0195183422508894,0.19540648054209,0.0575177119539004,0.37536141695289,235,8,0.229791722924633,"no",2,"",0.00781062244652728,8322
"ZBTB34",347,6,0.857593873924926,"no",-0.1684787592542,0.214922642161141,-0.149257898000837,0.061619417771538,262,3,0.621272819601484,"no",1.75,"",0.00600817111271329,8322
"ABCF3",320,10,0.85762333732184,"no",-0.0225403317264795,0.183732646406972,0.0236544480539485,0.129460879903984,244,8,0.278084908514561,"no",1.75,"",0.0123768324921894,8322
"CLNK",327,13,0.857819090533542,"no",0.0349024546127217,0.151891763800103,0.100957472847726,0.109448802420922,246,10,0.319735122295505,"no",3.2,"",0.00745013217976448,8322
"MCOLN2",336,9,0.85792661679719,"no",-0.0331896092646463,0.17517485061511,-0.0658683950277913,0.194430141341912,254,5,0.567195055908114,"no",1.66666666666667,"",0.009492910358087,8322
"ARMC6",339,8,0.858556394273828,"no",0.0628270413215059,0.184659282818627,0.0448620874610299,0.0653019546595963,258,6,0.462641429282422,"no",2,"",0.00660898822398462,8322
"GSTM4",330,4,0.858675456711387,"no",0.0379445776165915,0.15013185932848,0.0477643143718889,0.0561534344573148,249,2,0.432025780259293,"no",2.5,"",0.00324441240086518,8322
"SP140L",334,15,0.858724437730764,"no",0.00500370996614941,0.164009914254578,-0.116199570288853,0.251300030734941,249,11,0.174677470337781,"no",4,"",0.00961307378034126,8322
"GNE",340,9,0.858793905492441,"no",0.0219590659451678,0.18394325676539,-0.0135961801292572,0.317520396353357,257,6,0.366352868093622,"no",3.33333333333333,"",0.00865176640230714,8322
"TRIM28",321,20,0.858805235356063,"no",-0.026231635971074,0.196212169219688,0.0663955355930188,0.244624804742425,245,10,0.547650188826639,"no",2.75,"",0.00901225666906993,8322
"KIF19",317,22,0.858825267678752,"no",-0.0458079888677501,0.167030339829334,-0.0621883074134234,0.138132036535234,241,18,0.771841272584887,"no",2.33333333333333,"",0.0134583032924778,8322
"GSTT2",313,6,0.858959325981539,"no",NA,NA,NA,NA,0,0,NA,NA,2.33333333333333,"",0.000360490266762797,8322
"PHKB",325,19,0.859181388433135,"no",0.0141572124429659,0.16966743698147,-0.00600213568621347,0.162231412870719,250,11,0.243441036935039,"no",1.6,"",0.0132179764479692,8322
"FGFR1OP",332,7,0.859630655318365,"no",-0.129238670900978,0.21466031314625,-0.0851658526125287,0.181154202853693,251,4,0.475921267249855,"no",4.5,"",0.00408555635664504,8322
"LTV1",339,6,0.85979036850892,"no",-0.299889288404494,0.334852386728964,-0.228263478513595,0.1318989624409,255,5,0.483342412339675,"no",3.5,"",0.00516702715693343,8322
"ARHGAP12",341,6,0.859812576183597,"no",-0.00254821608009192,0.152389339620303,-0.0160167542179347,0.116625644819752,254,6,0.487277720682632,"no",2.2,"",0.0100937274693583,8322
"TACR1",346,6,0.860024805336247,"no",0.0170893141100238,0.184500084607112,0.010903532667473,0.245943273605705,261,4,0.615677831727517,"no",1.6,"",0.00732996875751021,8322
"ASS1",347,3,0.860200966673692,"no",0.0207250876076697,0.190379571182794,0.173086168201504,0.229320833075184,263,2,0.750574161725978,"no",1,"",0.00732996875751021,8322
"COL14A1",280,31,0.860265626079118,"no",-0.101395226256028,0.342955909599493,-0.131489399566036,0.319581818382138,207,23,0.429384330502776,"no",2,"",0.0362893535207883,8322
"MEPCE",319,15,0.860269674577156,"no",-0.120387469463471,0.210948420191873,-0.0945110499714713,0.117150666929209,242,11,0.571166605159814,"no",2.83333333333333,"",0.00757029560201875,8322
"HSPA1B",334,4,0.860381951992091,"no",-0.0153096170764096,0.182413318949126,0.00425446566531925,0.111505873464443,253,3,0.375149680369483,"no",0.857142857142857,"",0.00192261475606825,8322
"CRK",343,2,0.860472113557177,"no",0.0136217457474061,0.203114782991901,0.160787739555621,0.0441562996129265,261,2,0.845216284708041,"no",4,"",0.00252343186733958,8322
