"","#wt","#mut","pvalue","is_significant","tcga_pvalue","tcga_tumor_vs_normal"
"HOXB3",8,4,0.834776699375819,"no",3.9935124944326e-05,"up"
"GKN1",12,0,0.835065024225346,"no",0.0706936387965561,"up"
"ANKRD20A1",11,1,0.835301500105104,"no",0.80185770839345,"down"
"IFT140",10,2,0.835343308527777,"no",0.269401172788868,"down"
"MLF1",11,1,0.83545954739425,"no",0.54533772360316,"up"
"HSDL2",12,0,0.835764832713903,"no",0.0875789332403687,"down"
"CHFR",8,4,0.835819110863085,"no",1.08781317530131e-13,"up"
"SLC2A4RG",7,5,0.835833467331157,"no",3.66108273344609e-05,"up"
"DUSP3",11,1,0.836287727119638,"no",6.03124903135789e-06,"down"
"CD300E",11,1,0.836366463925625,"no",0.160206711325032,"up"
"LRRC8A",9,3,0.836418240992241,"no",0.00139290835346352,"down"
"TSPAN31",12,0,0.836425083860389,"no",3.13699346556972e-17,"down"
"KLK2",11,1,0.836661514011463,"no",0.257602894766462,"down"
"INSR",7,5,0.83689377954895,"no",3.93220841209753e-10,"down"
"SLC10A3",12,0,0.837215164663331,"no",0.141337916292628,"down"
"GTF2H2B",9,3,0.837221750189869,"no",0.326272000750533,"down"
"MNT",10,2,0.83734555668846,"no",0.00112795137867745,"down"
"OR2B11",12,0,0.837346609237981,"no",0.413306385899861,"up"
"FOSL1",11,1,0.837564237452667,"no",0.0670255988458973,"up"
"TTC8",11,1,0.837662168984013,"no",0.0103874512530175,"down"
"HERPUD1",11,1,0.837955739330585,"no",0.81234333989965,"down"
"CANT1",10,2,0.83796168646388,"no",3.00660868807741e-20,"up"
"DOT1L",8,4,0.838052100785102,"no",1.14828457424882e-15,"up"
"ANK1",9,3,0.838087614519051,"no",3.64744010688232e-16,"up"
"MAP2K4",10,2,0.838125738527424,"no",0.0392214953916375,"down"
"ARHGAP22",11,1,0.838131720070114,"no",0.66774437947336,"up"
"KDM2A",10,2,0.838146237656746,"no",3.62612636509272e-06,"up"
"ROBO2",8,4,0.838395701730942,"no",5.37089690856785e-16,"up"
"KCNH7",8,4,0.838738845319368,"no",0.0597936365705041,"up"
"SETX",8,4,0.838875974680778,"no",1.81835662168374e-10,"down"
"ACADM",11,1,0.838970845202844,"no",1.93767538797017e-05,"down"
"ATAD3B",9,3,0.839015179689726,"no",1.18002167676083e-07,"up"
"LYPD8",12,0,0.839161125370568,"no",6.15127955539494e-14,"up"
"STK17B",12,0,0.839347453676757,"no",0.0224788846402459,"up"
