"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"NBEA",11,2,0.540010685648514,"no",NA,NA,NA,NA,8,2,0.336845201426125,"no","BC_ambiguous,CM_ambiguous,COREAD_ambiguous,DLBCL_ambiguous,ESCA_ambiguous,HC_ambiguous,PAAD_ambiguous","yes",0.00595238095238095,336
"PBRM1",6,4,0.543385435721327,"no",0.0338116697156665,0.134447673352262,-0.0915276673810001,0.178746319116002,4,4,0.872504751028731,"no","CESC_LoF,CH_LoF,CM_LoF,ESCA_LoF,LUAD_LoF,RCCC_LoF,RPC_LoF,UCEC_LoF","yes",0.056547619047619,336
"WDFY2",10,3,0.555127272094385,"no",0.177117050983057,0.321542691460693,0.162631024466488,0.259654805861061,10,1,NA,NA,"","yes",0,336
"ABCD4",10,2,0.563689436489448,"no",-0.106049152502442,0.155973149903574,0.103192063908469,0.0910835119133432,9,2,0.231969650884772,"no","","yes",0.00892857142857143,336
"TG",10,3,0.566191206153034,"no",0.0769809763626479,0.0821189669906123,0.0841031001028324,0.177713509817409,7,3,0.641902874079477,"no","","yes",0.00595238095238095,336
"ZBTB48",11,2,0.572648169062634,"no",-0.00021968576561388,0.0781692802631656,-0.0418680351002325,0.169909733890323,9,2,0.905889854171385,"no","","yes",0.00297619047619048,336
"TCHH",7,2,0.578302774221714,"no",0.0530993318931,0.0647165431305512,0.186161867132395,0.0784167021776565,6,2,0.67345146144319,"no","","yes",0.00595238095238095,336
"IRX1",11,2,0.58897705217092,"no",0.0349878806056182,0.0921522352064732,-0.132405615236224,0.17990693979111,10,1,NA,NA,"","yes",0.0119047619047619,336
"ABCA6",11,3,0.591562744822635,"no",0.085327659988023,0.279622190054617,0.0511273407224968,0.0926298736313642,8,3,0.616183858163161,"no","","yes",0.00892857142857143,336
"SETD1B",11,2,0.595614285522583,"no",0.0486389887292513,0.201540005514145,-0.0576493296317994,0.120467864770491,10,1,NA,NA,"ESCA_LoF,OV_LoF,PAAD_LoF","yes",NA,336
"SULT2B1",10,2,0.604077374107486,"no",-0.0356740131147583,0.145148670828501,-0.0031233329946952,0.0487906561570832,9,2,0.441315717841233,"no","","yes",NA,336
"DCAF6",8,2,0.623708563079734,"no",0.0585276191618357,0.255405145876646,0.0603853356804354,0.0867020120322466,7,1,NA,NA,"","yes",0.00297619047619048,336
"ZBTB32",12,2,0.624469268773588,"no",-0.00598366702317281,0.105705777066972,-0.018028180935719,0.0718061289948654,10,1,NA,NA,"","yes",NA,336
"CHD7",8,2,0.627933131987911,"no",-0.0465053690940174,0.128378236402289,0.044211976575667,0.245990760826848,6,2,0.353748167940291,"no","","yes",0.0148809523809524,336
