"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"PKP2",24,3,0.76083383573029,"no",-0.194334158755999,0.172211331558876,0.00513091241948913,0.11535532246212,17,1,NA,NA,"","yes",0.0317460317460317,567
"NEK11",24,2,0.762346047380435,"no",-0.147369926478033,0.217935821634606,-0.25296253090546,0.0145796289568915,16,2,0.674485321563385,"no","","yes",0.0123456790123457,567
"ATP7B",24,3,0.762483236362572,"no",-0.0697376374038075,0.105213110626617,-0.151668666400671,0.166157815896978,16,2,0.199936945523756,"no","","yes",0.0317460317460317,567
"MFNG",26,2,0.764174327605408,"no",0.00519522994440279,0.0735348621392523,0.240520401686864,0.238534716192256,17,2,0.785725664455015,"no","","yes",0.0017636684303351,567
"PDHA2",26,2,0.764619020937931,"no",-0.0422435582540489,0.18739725162195,-0.0837110077833445,0.274682372487105,17,2,0.296813700851793,"no","","no",0.0458553791887125,567
"HOXC6",24,2,0.768059222944165,"no",0.0633420585333667,0.116941629352814,0.0796920159342678,0.0104282426924604,16,2,0.652507300913215,"no","","yes",0.00352733686067019,567
"L3MBTL4",22,2,0.768070604715754,"no",-0.0536497756222958,0.188274215894129,-0.0015102930630945,0.123765870131721,15,1,NA,NA,"","yes",0.0105820105820106,567
"TLN1",26,2,0.768112611365048,"no",-0.463658984071527,0.450517869599818,-0.296614330192292,0.257008222524556,18,1,NA,NA,"","yes",0.0194003527336861,567
"RALYL",22,2,0.768212362248637,"no",0.053925138105686,0.17000595149179,0.0393990000618221,0.0326168184755333,14,1,NA,NA,"","no",0.0211640211640212,567
"EPHA6",24,3,0.769440343198776,"no",NA,NA,NA,NA,16,2,0.655066533138177,"no","","yes",0.0758377425044092,567
"MKL1",25,3,0.769579100876393,"no",0.0361485996231423,0.129447204246629,0.134381880868792,0.0866345461436196,0,0,NA,NA,"",NA,0.00352733686067019,567
"AHRR",20,2,0.77186447365569,"no",-0.0228136429284784,0.136810457793212,-0.0186542116566862,0.0517489370117931,12,1,NA,NA,"","yes",0.00881834215167548,567
"HR",23,2,0.773099882448899,"no",-0.0485197465998636,0.149837138417256,-0.0456268548280747,0.0183621571833957,15,1,NA,NA,"","yes",0.0141093474426808,567
"COLEC12",21,3,0.773585361842423,"no",0.0162856573085846,0.106763746971944,-0.000263318791873731,0.0602038591055163,13,2,0.755392805490908,"no","","yes",0.0158730158730159,567
"RBM19",24,3,0.774206816192306,"no",-0.479640126514737,0.407569857077177,-0.357168167996734,0.356401761060519,17,2,0.491930130091694,"no","","yes",0.0299823633156966,567
"ABCA9",24,2,0.77449647497076,"no",0.0442736589221841,0.0881601036057756,0.0290976893572053,0.0897873250862198,18,0,NA,NA,"","yes",0.0440917107583774,567
"C1orf101",25,2,0.774652958336612,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0.0194003527336861,567
"KIF3C",26,2,0.777284000425685,"no",-0.0222723900064132,0.203003383010316,-0.216968604796945,0.067590990360394,17,2,0.678607169096239,"no","","yes",0.0105820105820106,567
"CHRM5",25,3,0.77753973353529,"no",0.0397796905789285,0.178541623122631,0.285463507934245,0.65110031263484,16,3,0.644592421773046,"no","","yes",0.0123456790123457,567
"ITGA9",26,2,0.778380738260143,"no",-0.0542590008770164,0.140366265412972,0.0528395545475435,0.0019535955590507,18,1,NA,NA,"","yes",0.00529100529100529,567
"EPHB1",26,2,0.778905082948472,"no",0.0346288725291444,0.160325135324146,-0.014320968392022,0.060650144919439,17,2,0.684086509774335,"no","","yes",0.0564373897707231,567
"ASNS",23,2,0.780060235633336,"no",NA,NA,NA,NA,15,1,NA,NA,"","yes",0.0123456790123457,567
"HIRA",23,2,0.783734949151021,"no",-0.109350350466839,0.183844080178629,-0.106166456299079,0.0579309619013871,16,2,0.480919833571499,"no","","yes",0.0141093474426808,567
"RALGAPA2",26,2,0.784683810939814,"no",0.0156757906769615,0.154318000022721,0.0358629818526797,0.0691686280858383,17,2,0.182918983690897,"no","","yes",0.0229276895943563,567
"ZFHX2",26,2,0.784928126850471,"no",0.021754951719473,0.0800949715205634,-0.0922443193369477,0.0239757480229063,17,2,0.254995143315874,"no","","yes",0,567
"COL13A1",25,3,0.785926381403758,"no",0.060817223275649,0.0794666485229004,0.153047960714648,0.0785311025784328,17,2,0.601598182615577,"no","","yes",0.0141093474426808,567
"CHD2",21,2,0.786743379556417,"no",-0.206687827898769,0.221398262349507,-0.662289733233292,0.597368483272208,13,2,0.373453885028362,"no","BLCA_LoF,CLL_LoF,OS_LoF,RPC_LoF","yes",0.0123456790123457,567
