"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_associated_with_overexpression","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"STAR",7,2,0.610130787231288,"no",-0.0752091228660033,0.0649123204585085,-0.11431244575741,0.0725078616136723,7,2,0.208072087094364,"no","",1.22495326411275e-10,0.141683778234086,487
"PRKAB2",7,3,0.610452528167115,"no",-0.00895415500116072,0.232461624963428,-0.021088599967685,0.126662154192907,6,3,0.176161710153231,"no","",0.00011805877590596,0.0513347022587269,487
"TDRKH",7,3,0.610466924872523,"no",0.0162650496588509,0.125460824258257,-0.00745458557720098,0.0818937066596886,6,3,0.0898198033969132,"no","",1.06487559831167e-05,0.0451745379876797,487
"BCHE",8,2,0.612294836654608,"no",0.111606483348454,0.187595877061371,0.199590412863224,0.00620896576946553,7,2,0.163010063538529,"no","",2.78703289881184e-05,0.308008213552361,487
"C1QTNF3",8,2,0.616294564901587,"no",0.0478860007487499,0.219328061243709,0.107099388810863,0.0190851432703279,7,2,0.648069174014408,"no","",0.0611282741025935,0.0965092402464066,487
"C1QTNF3-AMACR",8,2,0.616294564901587,"no",0.0808834651112108,0.188529979578675,0.00979570308379644,0.00627917965584675,0,0,NA,NA,"",0.000174610137659053,0.0965092402464066,487
"LY6G6F",8,2,0.618402271162771,"no",-0.127926981049073,0.138374672690159,-0.236078057088074,0.15265897045127,7,2,0.70355094968709,"no","",NA,0.00410677618069815,487
"PPAPDC1B",7,2,0.618873783247694,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0.15605749486653,487
"ATP13A3",5,5,0.619018429524125,"no",-0.0129979159718497,0.13886311464171,-0.122003183521377,0.19160583170792,5,4,0.538274997441085,"no","",1.61157621588514e-22,0.293634496919918,487
"LEO1",8,2,0.625950500121756,"no",0.0019782192872454,0.111320112521446,0.159452152692098,0.0879966513377877,7,2,0.770378432832084,"no","",0.833715531965466,0.00616016427104723,487
"GUCY2C",8,2,0.626365781162889,"no",-0.154152287111916,0.231070163775151,-0.0299383641455315,0.0205852994147735,7,2,0.405840361561799,"no","",0.00967422151419002,0.0082135523613963,487
"FNDC3B",7,2,0.628294852394545,"no",-0.122038332875535,0.0728510626870495,-0.00120736385648355,0.0542720374322108,7,2,0.68159909202114,"no","",0.00941401267095041,0.367556468172485,487
"HLA-C",8,2,0.629539322366075,"no",0.00438348212369225,0.170836171585333,0.00253250735308255,0.0301634800179825,7,2,0.565422559472448,"no","",0.199468793480706,0.00410677618069815,487
"FCGR2C",7,2,0.630452176929901,"no",0.0267519005726974,0.156792058231959,-0.0372658945652295,0.0493933255837019,0,0,NA,NA,"",0.756008461094501,0.0451745379876797,487
"ASH2L",7,2,0.631116535929465,"no",-0.311480783283138,0.349661532576725,-0.187597064354865,0.0912701353599898,7,2,0.723271841926519,"no","",3.75586830608218e-37,0.141683778234086,487
"PRKCI",8,2,0.631575903456181,"no",-0.089054096193384,0.186151369169672,0.076999947494958,0.0232452065108459,7,2,0.421522212476438,"no","",5.26564309894124e-35,0.359342915811088,487
"RORC",7,3,0.632776311870001,"no",-0.0814064871997655,0.205284944937864,-0.0494747849091964,0.131610843959827,6,3,0.10763232868709,"no","",0.44817290816478,0.0451745379876797,487
"GPT",6,3,0.63536389532009,"no",-0.141734264271676,0.30078456050938,-0.137705124906488,0.245341746521499,5,3,0.425332292989895,"no","",0.144422843589194,0.0492813141683778,487
"STYK1",8,2,0.638547886113176,"no",0.0652558131092165,0.224296374362417,-0.0498673222457684,0.141914961599782,7,2,0.37547184182032,"no","",0.0515360920533016,0.0205338809034908,487
"CYP3A5",8,2,0.640599062074572,"no",0.145084499877195,0.126644426915561,0.186433237622341,0.0664985485346785,7,2,0.0456191714471458,"no","",0.247399321169618,0.0369609856262834,487
"RNF5",8,2,0.640725155823734,"no",-0.136309996871724,0.255767110075758,-0.25524160163425,0.306701811546722,7,2,0.693555706254893,"no","",0.280930861433822,0.00410677618069815,487
"DBF4",7,2,0.642465415943875,"no",-0.223022109728783,0.266797341033085,-0.580158493147198,0.554706339154002,6,2,0.498552807304735,"no","",1.92088708513933e-07,0.0308008213552361,487
"SIGLEC15",7,2,0.643255600603813,"no",-0.288148143159148,0.300714753813335,-0.0863634440765696,0.100391105727748,6,2,0.285718366175257,"no","",0.00319760571342447,0.0205338809034908,487
"LRRC34",8,2,0.643888167454118,"no",-0.0460070327760811,0.209024623045401,-0.0110890575703989,0.0416201863332978,7,2,0.530773874179481,"no","",0.0496666266891469,0.35523613963039,487
"SFTA3",7,3,0.647497494520124,"no",-0.020583880231248,0.193203065058697,-0.00418776802946511,0.144208568452286,6,3,0.34641033882333,"no","",0.0736061960250687,0.026694045174538,487
"C1orf56",7,3,0.647567318908331,"no",-0.00583628488872503,0.138922226358082,-0.0472677433375869,0.0916906562424777,6,3,0.107871157936459,"no","",6.69795497650309e-08,0.0492813141683778,487
"LEPREL1",8,2,0.649090833575894,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0.31006160164271,487
"DLG1",4,5,0.650605924776161,"no",0.0837272039606183,0.101009381958046,0.080341897214235,0.0650552432436761,4,4,0.0880813025032948,"no","",1.85361072851568e-24,0.31006160164271,487
"ATP5J2",8,2,0.653612558612782,"no",-0.188579767956526,0.176861776507088,-0.237952337069244,0.000338840586023986,0,0,NA,NA,"",NA,0.0369609856262834,487
"SMURF1",7,3,0.654317721764525,"no",-0.120705318148478,0.0649541633704804,-0.101346047392456,0.0510951631073628,6,3,0.104794428252631,"no","",1.07665642361487e-08,0.0431211498973306,487
"CLEC12A",8,2,0.657493135592036,"no",-0.0690477326165251,0.197106199935578,-0.062309165610298,0.038760720813186,7,2,0.572200372775476,"no","",0.116197821778593,0.0184804928131417,487
"HES1",5,5,0.658670880742019,"no",0.0652825441487773,0.0566443492737401,0.0429581547630902,0.0798958972506921,5,4,0.178602804708483,"no","",0.00388992642413643,0.293634496919918,487
"FOXP2",8,2,0.659056224100727,"no",-0.132522122672325,0.214176093325841,-0.374480259786802,0.28616495801829,7,2,0.0646059936901556,"no","",0.000601351945285152,0.0123203285420945,487
"DLD",8,2,0.659241757477111,"no",-0.0145799738252165,0.02866555339,-0.0488117696007451,0.124794435927114,7,2,0.572840980487802,"no","",5.09946618463342e-06,0.0205338809034908,487
"PIK3CG",5,4,0.662712423341944,"no",-0.136906592966408,0.293915226254398,-0.0567896307862171,0.0604106326038784,4,4,0.21136087378703,"no","",0.537769255213896,0.0205338809034908,487
"PIGZ",5,5,0.662915309035808,"no",0.112459788015603,0.0984934777464357,0.0695399045842886,0.0741868474993591,5,4,0.407775873813287,"no","",3.87350351379117e-11,0.31006160164271,487
"GPAA1",7,3,0.670532519675826,"no",-0.0693652578312616,0.287614550885544,0.0212226989225815,0.300890063761023,6,3,0.280934405482855,"no","",1.96883838296273e-06,0.0492813141683778,487
"WNT2",8,2,0.673516389419477,"no",0.0707476355492403,0.0654046542059121,0.10879676102762,0.0119232272107218,7,2,0.196129690672232,"no","",0.144200196562386,0.0143737166324435,487
"TMEM207",8,2,0.678895316772066,"no",NA,NA,NA,NA,8,1,NA,NA,"",0.00329600018575715,0.299794661190965,487
"SLC25A13",6,3,0.683415739481114,"no",0.0462982186564658,0.0847410007947579,0.161270587428004,0.032347991126643,5,3,0.27724817102015,"no","",6.27265717602086e-06,0.0287474332648871,487
"OR2T11",3,6,0.683874591091727,"no",-0.279043373466967,0.093824965645857,-0.423162383000195,0.296093990075776,0,0,NA,NA,"",NA,0.0225872689938398,487
"C2",8,2,0.687992162164398,"no",0.0761171701004082,0.116727358924624,-0.0986236902840069,0.0902316429614321,7,2,0.351552046216301,"no","",0.828921034731772,0.00410677618069815,487
"ANKRD7",8,2,0.690093004250444,"no",0.0016775333370759,0.0373704731586956,0.161860566714322,0.057050755146132,7,2,0.214894803646972,"no","",0.220307598607498,0.0123203285420945,487
"TM2D2",7,2,0.691949190494413,"no",-0.0802335071545798,0.0380321437826295,-0.103312571692136,0.0053275087025923,7,2,0.353485330694304,"no","",1.6308908674002e-35,0.13347022587269,487
"TRIP13",8,2,0.696624486171407,"no",-0.181091253640893,0.114576494070097,-0.197363115111245,0.06796399429576,7,2,0.926071653959606,"no","",9.70715336266007e-09,0.147843942505133,487
"PILRB",8,2,0.700725472839759,"no",0.181293432623275,0.15687605683964,0.313319799102665,0.060470346259224,7,2,0.227731656939272,"no","",0.000368547629212409,0.0349075975359343,487
"CDK14",7,2,0.700849435985156,"no",0.027692218445583,0.113689137688993,0.0521047458693342,0.0959719123773848,6,2,0.115941787869737,"no","",0.0313981996082702,0.0410677618069815,487
"MLLT11",7,3,0.707250426257846,"no",0.0515384912551132,0.276233289827041,-0.114152414608246,0.0984380588208903,6,3,0.11919203757481,"no","",0.113933664722296,0.0492813141683778,487
"LRRC31",7,2,0.708376266219855,"no",-0.299026831737468,0.284843987745428,-0.133242153961179,0.0723866148912486,6,2,0.647340890667772,"no","",0.969895475326703,0.35523613963039,487
